X,col,row,line,line_id,rep,unit,g_alias,treatment,timestamp,Date,DAP,xDAP,Time,Date_Time_APM,APM,Digital.biomass,greenness,Height_mm,Height.Max_mm,hue.average,Leaf.angle,Leaf.area,Leaf.area.index,Leaf.area.projected,Leaf.inclination,Light.penetration.depth,NDVI,NPCI,PSRI
2,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/10/15 11:42,2021/10/15,3,-21,11:42,2021-10-15 上午,上午,8881.62,0.33889,16.031,18.22,106.691,53.037,554.021,0.002,440.623,1.2515,5.171,0.57181,0.17842,0.0772
3,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/10/16 11:42,2021/10/16,4,-20,11:42,2021-10-16 上午,上午,16469.7,0.31855,18.614,21.952,104.199,53.192,884.811,0.003,708.046,1.24897,7.642,0.53112,0.19117,0.09597
4,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/10/17 11:42,2021/10/17,5,-19,11:42,2021-10-17 上午,上午,51690.1,0.33372,23.218,29.794,102.915,54.138,2226.33,0.007,1804.98,1.2339,11.734,0.53626,0.20966,0.10438
5,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/10/18 11:42,2021/10/18,6,-18,11:42,2021-10-18 上午,上午,89824.3,0.33192,24.296,31.234,101.897,56.518,3697.01,0.012,3078.77,1.19895,9.989,0.52824,0.2204,0.11189
6,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/10/19 11:42,2021/10/19,7,-17,11:42,2021-10-19 上午,上午,126148,0.35775,31.354,38.529,105.403,50.325,4023.38,0.013,3099.4,1.29923,17.471,0.57911,0.20699,0.08936
7,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/10/20 13:41,2021/10/20,8,-16,13:41,2021-10-20 下午,下午,212237,0.33141,36.748,51.321,109.159,48.087,5775.41,0.018,4292.31,1.34378,21.887,0.59651,0.1668,0.08235
8,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/10/21 11:19,2021/10/21,9,-15,11:19,2021-10-21 上午,上午,342679,0.33191,45.823,51.988,111.288,49.547,7478.33,0.023,5695.36,1.31415,29.178,0.60468,0.13802,0.06569
9,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/10/22 11:19,2021/10/22,10,-14,11:19,2021-10-22 上午,上午,307335,0.40555,51.868,58.275,102.003,48.572,5925.3,0.019,4444.51,1.33368,33.686,0.60896,0.28718,0.10503
10,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/10/23 11:19,2021/10/23,11,-13,11:19,2021-10-23 上午,上午,670226,0.32652,55.334,69.692,108.552,53.417,12112.3,0.038,9723.58,1.24532,34.242,0.59839,0.16249,0.07465
11,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/10/24 11:19,2021/10/24,12,-12,11:19,2021-10-24 上午,上午,1062250,0.39438,61.467,72.972,106.286,54.914,17281.6,0.054,14135.5,1.22204,33.338,0.64368,0.21484,0.06993
12,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/10/25 11:19,2021/10/25,13,-11,11:19,2021-10-25 上午,上午,1232770,0.3113,69.72,95.107,112.507,49.393,17681.9,0.055,13418.3,1.31717,45.644,0.61474,0.12825,0.07778
13,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/10/26 11:19,2021/10/26,14,-10,11:19,2021-10-26 上午,上午,1945140,0.38116,77.813,109.429,107.876,47.952,24997.6,0.078,18552.7,1.34663,49.796,0.64881,0.19895,0.06463
14,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/10/27 11:19,2021/10/27,15,-9,11:19,2021-10-27 上午,上午,2484360,0.31304,94.559,117.192,115.339,42.005,26273.2,0.082,17576.1,1.4943,69.241,0.63729,0.10764,0.07238
15,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/10/28 11:19,2021/10/28,16,-8,11:19,2021-10-28 上午,上午,2543960,0.3234,109.39,116.371,114.203,42.529,23255.8,0.073,15719.7,1.47934,82.101,0.63699,0.12023,0.06725
16,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/10/29 11:19,2021/10/29,17,-7,11:19,2021-10-29 上午,上午,3339370,0.35179,131.365,140.954,109.867,44.862,25420.5,0.079,17922,1.4176,102.921,0.63204,0.16974,0.0638
17,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/10/30 11:20,2021/10/30,18,-6,11:20,2021-10-30 上午,上午,3968220,0.35718,136.395,160.76,112.485,41.938,29093.6,0.091,19415.4,1.49624,106.921,0.65121,0.15271,0.05161
18,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/10/31 11:20,2021/10/31,19,-5,11:20,2021-10-31 上午,上午,3605350,0.31948,158.042,171.637,115.762,40.439,22812.5,0.071,14765.5,1.54165,121.301,0.63487,0.10187,0.06417
19,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/1 11:19,2021/11/1,20,-4,11:19,2021-11-01 上午,上午,3286980,0.2465,176.192,194.652,123.835,42.12,18655.7,0.058,12493.6,1.49097,139.439,0.61857,0.03407,0.07312
20,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/1 13:46,2021/11/1,20,-4,13:46,2021-11-01 下午,下午,2895920,0.32892,174.981,185.556,115.751,42.412,16549.9,0.052,11191.7,1.48262,129.281,0.65183,0.1068,0.04881
21,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/2 14:20,2021/11/2,21,-3,14:20,2021-11-02 下午,下午,5207670,0.3502,193.948,226.582,117.221,42.091,26850.8,0.084,17850,1.4918,166.206,0.68494,0.10375,0.02687
22,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/3 11:41,2021/11/3,22,-2,11:41,2021-11-03 上午,上午,8693920,0.36798,222.432,253.543,114.389,44.891,39085.7,0.122,27413,1.41689,180.914,0.68045,0.13415,0.03546
23,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/4 11:12,2021/11/4,23,-1,11:12,2021-11-04 上午,上午,11382600,0.31535,247.442,265.461,120.251,40.984,46001,0.144,29905,1.5247,196.735,0.66828,0.06964,0.04871
24,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/5 12:16,2021/11/5,24,0,12:16,2021-11-05 下午,下午,10945100,0.29465,273.996,287.837,120.299,41.273,39946.4,0.125,26124.7,1.51591,239.664,0.65246,0.07067,0.04532
25,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/6 12:16,2021/11/6,25,1,12:16,2021-11-06 下午,下午,12715000,0.32591,297.801,324.629,121.183,41.853,42696.4,0.133,28292.6,1.4987,263.061,0.68061,0.0601,0.02354
26,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/7 12:16,2021/11/7,26,2,12:16,2021-11-07 下午,下午,14955000,0.29955,324.141,354.427,122.223,39.072,46137.3,0.144,28922.5,1.58649,277.36,0.66714,0.05126,0.05404
27,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/8 11:20,2021/11/8,27,3,11:20,2021-11-08 上午,上午,17651300,0.30489,355.401,372.107,122.233,39.413,49665.9,0.155,31351.4,1.57498,305.518,0.67466,0.05078,0.038
28,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/9 11:13,2021/11/9,28,4,11:13,2021-11-09 上午,上午,20702700,0.35696,375.684,388.652,115.983,43.151,55106.6,0.172,37352.5,1.46212,230.665,0.68721,0.11075,0.03804
29,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/10 11:13,2021/11/10,29,5,11:13,2021-11-10 上午,上午,28062600,0.38871,395.589,414.189,114.759,45.458,70938.6,0.222,49436.8,1.40301,229.057,0.7115,0.12372,0.0292
30,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/11 11:13,2021/11/11,30,6,11:13,2021-11-11 上午,上午,25251900,0.34217,408.215,428.931,117.159,43.921,61859.3,0.193,42345.4,1.44157,224.647,0.68487,0.08918,0.02549
31,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/12 11:13,2021/11/12,31,7,11:13,2021-11-12 上午,上午,27381900,0.35647,416.359,443.202,115.899,43.625,65765,0.206,44773.1,1.44938,195.53,0.69141,0.10349,0.03707
32,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/13 11:13,2021/11/13,32,8,11:13,2021-11-13 上午,上午,33098200,0.39521,427.533,459.125,114.247,45.675,77416.8,0.242,54469.6,1.39782,180.729,0.71879,0.12708,0.0283
33,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/14 11:13,2021/11/14,33,9,11:13,2021-11-14 上午,上午,31814700,0.35887,435.934,463.761,116.114,45.293,72980.5,0.228,50965.3,1.40701,174.898,0.70222,0.09648,0.03468
34,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/15 11:13,2021/11/15,34,10,11:13,2021-11-15 上午,上午,30840400,0.39924,450.921,479.718,113.875,44.984,68394.4,0.214,47380.8,1.41458,147.6,0.71758,0.12361,0.02907
35,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/16 11:13,2021/11/16,35,11,11:13,2021-11-16 上午,上午,28744500,0.37954,464.683,490.637,114.353,43.465,61858.2,0.193,41705.2,1.45363,124.462,0.7092,0.11821,0.04192
36,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/17 11:13,2021/11/17,36,12,11:13,2021-11-17 上午,上午,28941000,0.37942,474.906,500.78,113.835,43.218,60940.6,0.19,40901.4,1.46029,135.501,0.70946,0.12413,0.03593
37,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/18 11:13,2021/11/18,37,13,11:13,2021-11-18 上午,上午,31552200,0.4112,485.912,507.962,112.613,45.916,64933.9,0.203,45526,1.39211,131.956,0.72808,0.1375,0.03071
38,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/19 11:13,2021/11/19,38,14,11:13,2021-11-19 上午,上午,30847900,0.37015,496.4,511.4,113.698,44.023,62143.2,0.194,42430.2,1.43893,148.171,0.70028,0.11583,0.0455
39,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/20 11:13,2021/11/20,39,15,11:13,2021-11-20 上午,上午,30576200,0.38535,504.005,511.805,112.971,44.477,60666.4,0.19,41311.4,1.42726,150.76,0.70547,0.12212,0.02963
40,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/21 11:13,2021/11/21,40,16,11:13,2021-11-21 上午,上午,27692900,0.37408,500.462,511.798,112.798,43.959,55334.8,0.173,37529.5,1.44059,124.149,0.69981,0.12265,0.04912
41,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/22 11:13,2021/11/22,41,17,11:13,2021-11-22 上午,上午,27863200,0.36721,500.824,511.77,111.892,44.108,55634.9,0.174,37954.7,1.43673,120.491,0.69128,0.12877,0.04385
42,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/23 11:13,2021/11/23,42,18,11:13,2021-11-23 上午,上午,27405600,0.37332,501.21,512.125,110.649,47.356,54678.8,0.171,39472.5,1.35944,115.107,0.69029,0.13549,0.03883
43,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/24 11:14,2021/11/24,43,19,11:14,2021-11-24 上午,上午,28287800,0.36164,502.908,512.877,110.416,45.641,56248.4,0.176,39362.1,1.39863,112.666,0.67781,0.13511,0.0418
44,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/25 11:14,2021/11/25,44,20,11:14,2021-11-25 上午,上午,28464900,0.37998,502.891,512.16,108.55,46.542,56602.5,0.177,40266,1.37761,111.379,0.67969,0.16246,0.04727
45,1,9,Check1,Check1_1,1,01:09:01,pp,A,2021/11/26 11:14,2021/11/26,45,21,11:14,2021-11-26 上午,上午,29125200,0.37231,500.559,511.965,108.703,45.621,58185.4,0.182,40869.8,1.39911,107.896,0.67148,0.15689,0.04728
50,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/10/18 11:49,2021/10/18,6,-18,11:49,2021-10-18 上午,上午,42.025,0.06878,11.459,0,174.721,30.913,3.667,0,2.096,1.94642,0.905,0.63653,-0.21946,0.12518
51,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/10/19 11:49,2021/10/19,7,-17,11:49,2021-10-19 上午,上午,12315,0.37409,23.93,26.842,108.777,48.405,514.635,0.002,384.833,1.33714,10.915,0.62728,0.17982,0.06853
52,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/10/20 13:48,2021/10/20,8,-16,13:48,2021-10-20 下午,下午,44310.9,0.33078,19.145,25.016,109.204,60.812,2314.46,0.007,2019.48,1.14544,6.847,0.60314,0.14219,0.0649
53,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/10/21 11:26,2021/10/21,9,-15,11:26,2021-10-21 上午,上午,162739,0.31526,30.883,46.498,114.271,51.711,5269.5,0.016,4134.15,1.27403,15.157,0.61999,0.10561,0.07208
54,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/10/22 11:26,2021/10/22,10,-14,11:26,2021-10-22 上午,上午,361814,0.4128,51.706,62.884,105.688,42.715,6997.54,0.022,4748.12,1.47413,32.858,0.64045,0.24934,0.08446
55,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/10/23 11:26,2021/10/23,11,-13,11:26,2021-10-23 上午,上午,755915,0.35096,72.645,79.684,113.776,40.876,10405.5,0.033,6820.09,1.52801,40.164,0.65594,0.13533,0.04718
56,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/10/24 11:26,2021/10/24,12,-12,11:26,2021-10-24 上午,上午,1287840,0.42199,93.75,102.528,108.515,44.028,13736.9,0.043,9558.84,1.4388,49.071,0.68233,0.21947,0.06088
57,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/10/25 11:26,2021/10/25,13,-11,11:26,2021-10-25 上午,上午,1436920,0.32319,107.531,115.19,115.673,40.062,13362.8,0.042,8593.78,1.55367,42.484,0.64113,0.10499,0.05997
58,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/10/26 11:26,2021/10/26,14,-10,11:26,2021-10-26 上午,上午,2196160,0.38639,123.274,143.557,111.203,40.235,17815.2,0.056,11521,1.54813,82.762,0.66323,0.17415,0.05314
59,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/10/27 11:27,2021/10/27,15,-9,11:27,2021-10-27 上午,上午,2399650,0.31583,146.737,174.919,117.032,41.728,16353.4,0.051,10890.3,1.50238,123.98,0.6485,0.09499,0.06523
60,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/10/28 11:27,2021/10/28,16,-8,11:27,2021-10-28 上午,上午,3448140,0.3295,171.947,184.051,115.269,43.607,20053.5,0.063,13759.2,1.44984,143.839,0.63409,0.11353,0.07085
61,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/10/29 11:27,2021/10/29,17,-7,11:27,2021-10-29 上午,上午,5047590,0.35117,190.955,217.916,114.133,40.591,26433.4,0.083,17070,1.53688,134.185,0.64602,0.13291,0.06349
62,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/10/30 11:27,2021/10/30,18,-6,11:27,2021-10-30 上午,上午,7017690,0.39176,213.12,236.718,112.024,40.62,32928.3,0.103,21276.4,1.53597,168.972,0.66559,0.16899,0.05223
63,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/10/31 11:27,2021/10/31,19,-5,11:27,2021-10-31 上午,上午,10093100,0.34135,233.801,245.928,119.732,38.803,43169.6,0.135,27000.6,1.59574,193.903,0.67831,0.07799,0.04515
64,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/1 13:53,2021/11/1,20,-4,13:53,2021-11-01 下午,下午,9615350,0.3241,262.847,277.906,122.787,36.223,36581.5,0.114,21547.1,1.69218,172.195,0.68356,0.05265,0.01787
65,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/2 14:27,2021/11/2,21,-3,14:27,2021-11-02 下午,下午,11660800,0.35939,283.091,307.047,120.23,39.585,41190.9,0.129,26081.9,1.56926,170.633,0.71279,0.06884,0.01176
66,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/3 11:48,2021/11/3,22,-2,11:48,2021-11-03 上午,上午,17637100,0.38419,313.362,332.597,119.15,38.952,56283.6,0.176,35296.4,1.5906,182.405,0.7247,0.08286,0.01444
67,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/4 11:19,2021/11/4,23,-1,11:19,2021-11-04 上午,上午,17265800,0.32649,342.143,362.475,124.709,37.991,50463.7,0.158,30566.1,1.62456,236.95,0.70777,0.02398,0.01193
68,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/5 12:23,2021/11/5,24,0,12:23,2021-11-05 下午,下午,19505600,0.32676,362.616,380.987,122.839,38.753,53791.3,0.168,33287,1.59748,265.711,0.70094,0.04739,0.03592
69,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/6 12:23,2021/11/6,25,1,12:23,2021-11-06 下午,下午,22033800,0.34283,382.403,409.242,122.035,39.327,57619.3,0.18,36378.2,1.57787,278.98,0.72005,0.0456,0.00559
70,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/7 12:23,2021/11/7,26,2,12:23,2021-11-07 下午,下午,18712000,0.31229,395.24,434.09,123.136,40.25,47343.4,0.148,30298.8,1.54766,312.333,0.69672,0.03904,0.02447
71,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/8 11:27,2021/11/8,27,3,11:27,2021-11-08 上午,上午,19451700,0.29983,416.413,444.231,123.878,40.269,46712.6,0.146,29732.9,1.54703,327.782,0.68746,0.03066,0.02228
72,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/9 11:20,2021/11/9,28,4,11:20,2021-11-09 上午,上午,16863900,0.32115,430.276,443.907,120.178,36.284,39193.1,0.122,22633.2,1.68971,279.704,0.69143,0.06574,0.03863
73,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/10 11:20,2021/11/10,29,5,11:20,2021-11-10 上午,上午,23920500,0.34832,438.452,453.695,117.509,43.747,54556.8,0.17,36954,1.44614,251.22,0.71588,0.07897,0.01152
74,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/11 11:20,2021/11/11,30,6,11:20,2021-11-11 上午,上午,22402900,0.32379,449.85,468.044,118.139,44.202,49800.9,0.156,34102.5,1.43428,197.213,0.69167,0.06835,0.02797
75,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/12 11:20,2021/11/12,31,7,11:20,2021-11-12 上午,上午,21746600,0.32593,458.669,487.908,116.77,42.774,47412.5,0.148,31437.7,1.47248,178.321,0.68769,0.08282,0.04782
76,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/13 11:20,2021/11/13,32,8,11:20,2021-11-13 上午,上午,24038500,0.34926,470.533,486.95,115.308,45.437,51087.8,0.16,35546,1.40353,180.099,0.70436,0.09037,0.02067
77,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/14 11:20,2021/11/14,33,9,11:20,2021-11-14 上午,上午,25074500,0.32739,476.972,504.023,116.595,47.594,52570.1,0.164,37977.1,1.35427,148.313,0.68958,0.07169,0.03245
78,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/15 11:20,2021/11/15,34,10,11:20,2021-11-15 上午,上午,24431400,0.33934,485.291,511.584,115.728,47.319,50343.7,0.157,36201.1,1.36025,141.345,0.69262,0.08335,0.03189
79,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/16 11:20,2021/11/16,35,11,11:20,2021-11-16 上午,上午,24455700,0.35049,494.646,510.874,115.328,47.305,49440.8,0.155,35573.7,1.36057,139.993,0.70088,0.08924,0.04102
80,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/17 11:20,2021/11/17,36,12,11:20,2021-11-17 上午,上午,23321000,0.34663,498.308,511.501,115.405,47.565,46800.3,0.146,33744.2,1.3549,138.271,0.69899,0.08575,0.02744
81,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/18 11:20,2021/11/18,37,13,11:20,2021-11-18 上午,上午,20899800,0.33756,498.771,510.415,115.557,47.351,41902.6,0.131,30062.5,1.35956,141.742,0.70167,0.0831,0.0257
82,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/19 11:20,2021/11/19,38,14,11:20,2021-11-19 上午,上午,22214700,0.33888,494.473,510.603,115.139,46.592,44926.1,0.14,31712,1.37648,130.608,0.69066,0.08753,0.02854
83,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/20 11:20,2021/11/20,39,15,11:20,2021-11-20 上午,上午,22636700,0.32752,497.35,511.185,115.123,47.028,45514.7,0.142,32271.1,1.36668,137.068,0.68037,0.08984,0.03116
84,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/21 11:21,2021/11/21,40,16,11:21,2021-11-21 上午,上午,20181700,0.32658,498.183,510.538,115.219,46.853,40510.6,0.127,28595.7,1.37059,141.941,0.67794,0.08178,0.03248
85,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/22 11:21,2021/11/22,41,17,11:21,2021-11-22 上午,上午,21214400,0.33124,485.629,510.598,113.63,46.659,43684.5,0.137,30464.3,1.37496,125.617,0.67051,0.0996,0.04341
86,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/23 11:21,2021/11/23,42,18,11:21,2021-11-23 上午,上午,17203700,0.35449,491.423,510.885,109.641,47.892,35007.9,0.109,24916.5,1.3479,133.345,0.67609,0.14023,0.03774
87,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/24 11:21,2021/11/24,43,19,11:21,2021-11-24 上午,上午,17853000,0.33107,492.579,510.776,111.064,47.468,36244,0.113,26062,1.357,123.899,0.65641,0.11593,0.04379
88,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/25 11:21,2021/11/25,44,20,11:21,2021-11-25 上午,上午,19928600,0.36189,480.981,509.855,108.507,46.567,41433.1,0.129,29436.4,1.37704,117.356,0.67119,0.15724,0.0467
89,2,5,Check1,Check1_2,2,02:05:01,pp,A,2021/11/26 11:21,2021/11/26,45,21,11:21,2021-11-26 上午,上午,23995100,0.35889,486.173,514.457,108.561,46.08,49355,0.154,34784.7,1.38826,113.171,0.66632,0.15147,0.04747
92,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/10/16 11:56,2021/10/16,4,-20,11:56,2021-10-16 上午,上午,18.677,-0.47773,10.939,0,225.479,38.149,1.707,0,1.281,1.61882,0.5,1,-1,-0.2705
93,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/10/17 11:56,2021/10/17,5,-19,11:56,2021-10-17 上午,上午,3541.96,0.32146,19.464,22.162,121.944,45.808,181.978,0.001,129.719,1.39466,8.092,0.68496,0.06333,0.00477
94,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/10/18 11:56,2021/10/18,6,-18,11:56,2021-10-18 上午,上午,38942.9,0.31107,25.391,32.519,101.745,54.042,1533.71,0.005,1241.7,1.2354,13.99,0.53036,0.23111,0.13828
95,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/10/19 11:56,2021/10/19,7,-17,11:56,2021-10-19 上午,上午,65201.7,0.36106,22.811,26.236,104.796,59.732,2858.39,0.009,2468.89,1.15783,9.865,0.57841,0.20383,0.09034
96,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/10/20 13:56,2021/10/20,8,-16,13:56,2021-10-20 下午,下午,145035,0.3665,30.049,36.558,109.033,54.49,4826.6,0.015,3935.53,1.22847,16.25,0.62628,0.17208,0.06477
97,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/10/21 11:33,2021/10/21,9,-15,11:33,2021-10-21 上午,上午,288650,0.36666,42.244,53.85,111.856,47.156,6832.95,0.021,5011.32,1.36384,26.69,0.64283,0.15052,0.05536
98,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/10/22 11:33,2021/10/22,10,-14,11:33,2021-10-22 上午,上午,117153,0.40019,33.833,41.669,103.348,45.723,3462.63,0.011,2479.04,1.39667,18.843,0.61804,0.27217,0.09942
99,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/10/23 11:34,2021/10/23,11,-13,11:34,2021-10-23 上午,上午,610868,0.35641,68.02,75.415,112.599,44.373,8980.66,0.028,6269.33,1.42992,46.794,0.6535,0.14667,0.05455
100,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/10/24 11:34,2021/10/24,12,-12,11:34,2021-10-24 上午,上午,1410510,0.4011,84.887,93.661,111.84,44.676,16616.5,0.052,11670.4,1.42224,63.42,0.68998,0.16872,0.04571
101,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/10/25 11:34,2021/10/25,13,-11,11:34,2021-10-25 上午,上午,1007800,0.36986,87.489,124.944,112.07,41.511,11519.2,0.036,7625.46,1.50878,36.171,0.65291,0.15573,0.0518
102,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/10/27 11:34,2021/10/27,15,-9,11:34,2021-10-27 上午,上午,1497650,0.34805,123.403,139.032,114.283,39.12,12136.3,0.038,7645.5,1.58487,64.578,0.64992,0.11989,0.05206
103,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/10/29 11:34,2021/10/29,17,-7,11:34,2021-10-29 上午,上午,3205450,0.35594,164.172,179.39,113.903,37.046,19525,0.061,11674,1.6598,121.807,0.65109,0.13574,0.05032
104,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/10/30 11:34,2021/10/30,18,-6,11:34,2021-10-30 上午,上午,4948740,0.35897,171.846,190.227,115.699,41.766,28797.5,0.09,18939.5,1.50127,147.866,0.672,0.11862,0.03958
105,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/10/31 11:34,2021/10/31,19,-5,11:34,2021-10-31 上午,上午,5013030,0.33384,189.506,216.302,117.653,40.588,26453.2,0.083,17058.1,1.53695,157.732,0.65826,0.09577,0.05699
106,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/11/1 11:33,2021/11/1,20,-4,11:33,2021-11-01 上午,上午,6107090,0.25508,217.808,249.652,125.808,42.659,28038.8,0.088,18694,1.47568,183.913,0.61654,0.02561,0.01562
107,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/11/1 14:00,2021/11/1,20,-4,14:00,2021-11-01 下午,下午,6586700,0.29192,219.293,242.736,121.149,41.021,30036,0.094,19391.4,1.52356,188.203,0.63766,0.05959,0.02215
108,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/11/2 14:35,2021/11/2,21,-3,14:35,2021-11-02 下午,下午,8204480,0.32972,252.691,512.595,123.209,42.159,32468.5,0.101,21693.8,1.48985,221.184,0.70167,0.04652,0.00241
109,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/11/3 11:56,2021/11/3,22,-2,11:56,2021-11-03 上午,上午,14211100,0.34429,277.454,296.134,122.05,42.876,51219.8,0.16,34526.5,1.46966,225.196,0.70879,0.0543,0.00564
110,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/11/4 11:26,2021/11/4,23,-1,11:26,2021-11-04 上午,上午,10564200,0.32671,304.188,332.034,120.814,41.483,34729.1,0.109,22764.1,1.50963,101.237,0.67404,0.05076,0.05559
111,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/11/5 12:30,2021/11/5,24,0,12:30,2021-11-05 下午,下午,13583500,0.34615,320.477,334.01,122.259,41.341,42385.2,0.132,26922.8,1.51388,207.846,0.71158,0.04441,0.00297
112,4,5,Check1,Check1_3,3,04:05:01,pp,A,2021/11/6 12:31,2021/11/6,25,1,12:31,2021-11-06 下午,下午,20585300,0.33385,340.751,358.425,124.59,40.58,60411.4,0.189,38881.8,1.53722,246.833,0.7184,0.02298,-0.00014
