"","genotype","DAP","variable","DAP.diffs","variable.AGR","variable.RGR","variable.smooth","variable.AGR.smooth","variable.RGR.smooth","Digital.biomass","col","row","line","rep"
"1129","S004",40,39285500,1,-633400,-0.0159944019024665,39122333.2273073,-314350.409583244,-0.0081296586660259,39285500,1,5,"S004",NA
"1130","S004",41,37079000,1,-2206500,-0.0578047224332244,39032201.0819319,-79529.5505750858,-0.00218253365480174,37079000,1,5,"S004",NA
"1131","S004",42,38129700,1,1050700,0.0279427344002043,39266469.3757448,249262.81175415,0.00620541411319507,38129700,1,5,"S004",NA
"1132","S004",43,39792900,1,1663200,0.0426949983989475,39784922.6935246,518529.29315543,0.013099977521544,39792900,1,5,"S004",NA
"1133","S004",44,42300100,1,2507200,0.0611009456987771,40446752.9035533,613459.18847264,0.015626910882073,42300100,1,5,"S004",NA
"1134","S004",45,40966600,1,-1333500,-0.0320323495523767,41122725.9747926,545493.197069852,0.0141333350698526,40966600,1,5,"S004",NA
"1135","S005",10,588350,NA,NA,NA,695738.708743866,NA,NA,588350,1,6,"S005",NA
"1136","S005",11,2411550,1,1823200,1.41070296436714,1725459.49756816,1137570.77886032,0.901623748124925,2411550,1,6,"S005",NA
"1137","S005",12,3491100,1,1079550,0.369947178505062,2755805.95516834,1078889.0295056,0.650900192846513,3491100,1,6,"S005",NA
"1138","S005",13,3505260,1,14160,0.0040478246785924,3841332.44716072,1091629.19823255,0.448331620546148,3505260,1,6,"S005",NA
"1139","S005",14,5307970,1,1802710,0.414944767129123,5087617.30869912,1228592.96853529,0.314848509121597,5307970,1,6,"S005",NA
"1140","S005",15,6605510,1,1297540,0.218694684617346,6594167.23166872,1477650.00143938,0.237368254734112,6605510,1,6,"S005",NA
"1141","S005",16,7589690,1,984180,0.138886598133609,8469137.12925909,1844787.60358112,0.201745132564568,7589690,1,6,"S005",NA
"1142","S005",17,10162400,1,2572710,0.291903887368438,10811194.8817718,2318511.30334622,0.193180605580164,10162400,1,6,"S005",NA
"1143","S005",18,13708700,1,3546300,0.299336033052963,13654598.0744944,2828793.66321918,0.193893949339327,13708700,1,6,"S005",NA
"1144","S005",19,15857300,1,2148600,0.145599294337751,16980596.7489676,3320796.1568667,0.19370391830021,15857300,1,6,"S005",NA
"1145","S005",20,19879000,1,4021700,0.226033936034556,20746397.7607897,3773647.17522209,0.190634944401223,20438300,1,6,"S005",NA
"1146","S005",20,19879000,1,4021700,0.226033936034556,20746397.7607897,3773647.17522209,0.190634944401223,19319700,1,6,"S005",NA
"1147","S005",21,22887400,1,3008400,0.14092264264154,24826952.0779606,4101728.81936463,0.181807880173292,22887400,1,6,"S005",NA
"1148","S005",22,31175100,1,8287700,0.309033158465508,28996047.59564,4197416.37957285,0.165262337116587,31175100,1,6,"S005",NA
"1149","S005",23,34040300,1,2865200,0.087925417567893,32927436.9669178,3952250.54235704,0.139300130782881,34040300,1,6,"S005",NA
"1150","S005",24,37728000,1,3687700,0.102857407527636,36417263.2662633,3504294.59703575,0.110617567791914,37728000,1,6,"S005",NA
"1151","S005",25,34493900,1,-3234100,-0.0896200275448619,39384660.4198842,2990093.35280693,0.0846963904011712,34493900,1,6,"S005",NA
"1152","S005",26,41874600,1,7380700,0.193896941050703,41771658.8019627,2432279.53477099,0.0625691068889328,41874600,1,6,"S005",NA
"1153","S005",27,46418700,1,4544100,0.103022957423152,43238760.1129954,1509776.7977434,0.0352930394370177,46418700,1,6,"S005",NA
"1154","S005",28,49914500,1,3495800,0.072609146425315,43426400.2072651,190187.918137353,0.00120695732367414,49914500,1,6,"S005",NA
"1155","S005",29,44248100,1,-5666400,-0.120499109030293,42274182.0921544,-1204990.9642142,-0.0331307108334664,44248100,1,6,"S005",NA
"1156","S005",30,37000600,1,-7247500,-0.178878303950016,40203868.5467684,-2149229.78160272,-0.0565389389092326,37000600,1,6,"S005",NA
"1157","S005",31,36924300,1,-76300,-0.00206425783718012,37810458.1123758,-2457144.77151272,-0.064791677371107,36924300,1,6,"S005",NA
"1158","S005",32,31900700,1,-5023600,-0.146241917768069,35507060.9221051,-2333751.49008796,-0.0625929638464643,31900700,1,6,"S005",NA
"1159","S005",33,32647500,1,746800,0.0231403299887153,33546529.2469343,-1953506.44452195,-0.053855511600777,32647500,1,6,"S005",NA
"1160","S005",34,32949900,1,302400,0.00921994293011987,31930401.77259,-1589798.31607467,-0.0458854918057626,32949900,1,6,"S005",NA
"1161","S005",35,30278800,1,-2671100,-0.0845404283774814,30564451.2783681,-1342149.23953565,-0.0411319616097197,30278800,1,6,"S005",NA
"1162","S005",36,29768200,1,-510600,-0.0170070880192865,29399375.5054038,-1154806.77145981,-0.037632008444128,29768200,1,6,"S005",NA
"1163","S005",37,29166300,1,-601900,-0.0204267764579107,28389618.1445184,-1020446.27943609,-0.0351278657249131,29166300,1,6,"S005",NA
"1164","S005",38,26225700,1,-2940600,-0.106274087174031,27520094.0625471,-902739.464052905,-0.0324255616046196,26225700,1,6,"S005",NA
"1165","S005",39,27652300,1,1426600,0.0529690611351685,26809586.9995506,-760410.580309844,-0.0282313687901244,27652300,1,6,"S005",NA
"1166","S005",40,25866000,1,-1786300,-0.0667795421559519,26221624.4228919,-648686.78637534,-0.0247230067767618,25866000,1,6,"S005",NA
"1167","S005",41,25966000,1,1e+05,0.00385862494500913,25746497.6997356,-525798.877418195,-0.0204422946088604,25966000,1,6,"S005",NA
"1168","S005",42,25342800,1,-623200,-0.0242933239118697,25368861.2890838,-380318.471408729,-0.0150264900812328,25342800,1,6,"S005",NA
"1169","S005",43,25005400,1,-337400,-0.0134028644826325,25081084.5673558,-181236.567035651,-0.00731293562913014,25005400,1,6,"S005",NA
"1170","S005",44,24258400,1,-747000,-0.0303288523872624,24876143.820613,93710.1501971567,0.00353241568570587,24258400,1,6,"S005",NA
"1171","S005",45,25493100,1,1234700,0.0496448781571875,24732366.3238228,437158.834252035,0.0171731838620364,25493100,1,6,"S005",NA
"1172","S006",10,924660,NA,NA,NA,1248419.6108268,NA,NA,924660,1,8,"S006",NA
"1173","S006",11,1858620,1,933960,0.698163453477691,1770109.90679042,776660.381756999,0.516626177367905,1858620,1,8,"S006",NA
"1174","S006",12,2959930,1,1101310,0.465331342536792,2263073.42607948,625160.030705334,0.376514242769161,2959930,1,8,"S006",NA
"1175","S006",13,2541950,1,-417980,-0.152234116385407,2714848.38873119,498291.77256234,0.256848664671913,2541950,1,8,"S006",NA
"1176","S006",14,3423730,1,881780,0.297799097007799,3154896.02148946,437909.012091386,0.177162056040357,3423730,1,8,"S006",NA
"1177","S006",15,3670450,1,246720,0.0695836703235117,3616883.27335428,438118.091168994,0.132182308665086,3670450,1,8,"S006",NA
"1178","S006",16,3912940,1,242490,0.0639747392534201,4149308.53359256,504687.355464913,0.116850779388946,3912940,1,8,"S006",NA
"1179","S006",17,4180040,1,267100,0.0660318062618587,4804494.97923985,633229.232650556,0.12293176660073,4180040,1,8,"S006",NA
"1180","S006",18,6614940,1,2434900,0.45900991136213,5611276.51277888,791473.633152269,0.136444251585955,6614940,1,8,"S006",NA
"1181","S006",19,6494680,1,-120260,-0.0183473469903833,6571614.02844399,945630.991240209,0.144124473329258,6494680,1,8,"S006",NA
"1182","S006",20,7914035,1,1419355,0.197654385255167,7738883.70547551,1151329.85961532,0.151328217354455,8472870,1,8,"S006",NA
"1183","S006",20,7914035,1,1419355,0.197654385255167,7738883.70547551,1151329.85961532,0.151328217354455,7355200,1,8,"S006",NA
"1184","S006",21,8419660,1,505625,0.0619316818956502,9179915.50017356,1423227.91860367,0.158509336032562,8419660,1,8,"S006",NA
"1185","S006",22,11781500,1,3361840,0.335961057190858,10959460.314283,1760250.02715092,0.164853832017535,11781500,1,8,"S006",NA
"1186","S006",23,13302800,1,1521300,0.121444034803651,13110526.5662715,2129932.19617888,0.166601881617501,13302800,1,8,"S006",NA
"1187","S006",24,12713600,1,-589200,-0.0453022527477998,15708333.9134956,2584688.34388053,0.169431041810494,12713600,1,8,"S006",NA
"1188","S006",25,18310700,1,5597100,0.364813301792661,18806436.0300586,3107390.91591627,0.175124395251174,18310700,1,8,"S006",NA
"1189","S006",26,21113700,1,2803000,0.142436530453773,22267923.6271498,3492898.97520298,0.173043844069054,21113700,1,8,"S006",NA
"1190","S006",27,23892600,1,2778900,0.123646668678695,25860986.3623439,3642182.45685019,0.161485333376029,23892600,1,8,"S006",NA
"1191","S006",28,32143700,1,8251100,0.296647687464261,29244115.3442625,3436436.15800909,0.139248100155414,32143700,1,8,"S006",NA
"1192","S006",29,35499500,1,3355800,0.0993021368476077,31980683.744676,2768310.14523437,0.104697968756208,35499500,1,8,"S006",NA
"1193","S006",30,33554300,1,-1945200,-0.0563535897550747,33837905.3162736,1860319.86900056,0.0663918246172026,33554300,1,8,"S006",NA
"1194","S006",31,34312200,1,757900,0.0223359539420631,34841721.8507571,993296.650924367,0.0331118628596407,34312200,1,8,"S006",NA
"1195","S006",32,37111300,1,2799100,0.0784205293857585,35046701.6359346,189669.018493541,0.00482870463167062,37111300,1,8,"S006",NA
"1196","S006",33,34657500,1,-2453800,-0.0684073530174932,34502102.3591966,-565216.938801228,-0.0200875512424472,34657500,1,8,"S006",NA
"1197","S006",34,31854000,1,-2803500,-0.0843511896008046,33379469.3846812,-1141442.63830337,-0.0391755857972039,31854000,1,8,"S006",NA
"1198","S006",35,31646600,1,-207400,-0.00653224497038413,31868323.5010562,-1523943.16841107,-0.0528402649097641,31646600,1,8,"S006",NA
"1199","S006",36,31758000,1,111400,0.00351394424470017,30062531.3908476,-1823084.8220518,-0.0646612327459233,31758000,1,8,"S006",NA
"1200","S006",37,29752300,1,-2005700,-0.0652382221762325,28044834.1667962,-2053008.05007727,-0.074601049053427,29752300,1,8,"S006",NA
"1201","S006",38,24901600,1,-4850700,-0.177974381493293,26026118.9491404,-2069769.57752175,-0.0769193151380636,24901600,1,8,"S006",NA
"1202","S006",39,20490300,1,-4411300,-0.194980455002321,24332018.8936214,-1740801.94528316,-0.0657944872014989,20490300,1,8,"S006",NA
"1203","S006",40,23824400,1,3334100,0.150758662160454,23185411.6978227,-1172270.29979582,-0.0445046648753612,23824400,1,8,"S006",NA
"1204","S006",41,21817300,1,-2007100,-0.0880070325323342,22563356.4348524,-626061.406562431,-0.0236749619758545,21817300,1,8,"S006",NA
"1205","S006",42,20536100,1,-1281200,-0.0605189200057274,22411616.1241943,-121035.679836146,-0.00371122530747106,20536100,1,8,"S006",NA
"1206","S006",43,24883000,1,4346900,0.192000526325626,22610555.3518963,285927.186702383,0.0129079078000097,24883000,1,8,"S006",NA
"1207","S006",44,23242400,1,-1640600,-0.068206642504617,22947795.9915707,503737.593340863,0.0217434987642799,23242400,1,8,"S006",NA
"1208","S006",45,23735100,1,492700,0.0209767683062219,23327482.1618426,666316.710747202,0.0282620105029637,23735100,1,8,"S006",NA
"1209","S007",10,339369,NA,NA,NA,271528.535708634,NA,NA,339369,1,10,"S007",NA
"1210","S007",11,593494,1,254125,0.55893909350492,612115.003405013,291752.09852803,0.539336251826598,593494,1,10,"S007",NA
"1211","S007",12,1073720,1,480226,0.592857428964834,958719.72355719,321092.142987146,0.447333631156762,1073720,1,10,"S007",NA
"1212","S007",13,1310410,1,236690,0.199210810883661,1317983.90924379,349270.047123577,0.359893771252204,1310410,1,10,"S007",NA
"1213","S007",14,1762260,1,451850,0.296257010874334,1703277.53058641,384233.945721836,0.28891039315358,1762260,1,10,"S007",NA
"1214","S007",15,2083480,1,321220,0.167442496382721,2130190.76514054,430035.305262795,0.237757267994131,2083480,1,10,"S007",NA
"1215","S007",16,2313820,1,230340,0.104860265762495,2617133.28878871,491589.778958008,0.206316983329729,2313820,1,10,"S007",NA
"1216","S007",17,3506700,1,1192880,0.415775585934966,3175839.47721616,562895.318143397,0.18795453124057,3506700,1,10,"S007",NA
"1217","S007",18,3991440,1,484740,0.12947664374816,3803621.80097441,628820.438415076,0.171711791495699,3991440,1,10,"S007",NA
"1218","S007",19,4700220,1,708780,0.16345724808331,4516531.13674171,710998.830529198,0.159976036070233,4700220,1,10,"S007",NA
"1219","S007",20,4739945,1,39725,0.00841621613297103,5350224.88171974,831925.244285571,0.156206054252752,4684640,1,10,"S007",NA
"1220","S007",20,4739945,1,39725,0.00841621613297103,5350224.88171974,831925.244285571,0.156206054252752,4795250,1,10,"S007",NA
"1221","S007",21,5716050,1,976105,0.187252475141012,6345223.21785649,997720.091814861,0.160810613355335,5716050,1,10,"S007",NA
"1222","S007",22,7497540,1,1781490,0.271296959333349,7497301.23978023,1159028.96628899,0.164444726147378,7497540,1,10,"S007",NA
"1223","S007",23,9473390,1,1975850,0.233911848947481,8753772.698487,1262054.58400339,0.158892050877876,9473390,1,10,"S007",NA
"1224","S007",24,10410600,1,937210,0.0943377021675633,10063364.5400178,1308255.13539568,0.145120729612391,10410600,1,10,"S007",NA
"1225","S007",25,11754300,1,1343700,0.121394613237339,11424815.8816102,1353056.75021465,0.130284507394853,11754300,1,10,"S007",NA
"1226","S007",26,12596600,1,842300,0.0692078051830024,12874626.4462981,1438299.77130803,0.119153091156289,12596600,1,10,"S007",NA
"1227","S007",27,13184800,1,588200,0.0456377146639484,14470804.7517598,1588421.05859779,0.114133273854043,13184800,1,10,"S007",NA
"1228","S007",28,16168300,1,2983500,0.203987884162049,16239323.3592887,1768942.54181685,0.112819771495684,16168300,1,10,"S007",NA
"1229","S007",29,18911700,1,2743400,0.156728243053825,18120983.894135,1886581.71711357,0.108760661986832,18911700,1,10,"S007",NA
"1230","S007",30,18954500,1,42800,0.00226059220236805,20044524.2429997,1929989.50853916,0.101485032394622,18954500,1,10,"S007",NA
"1231","S007",31,21947300,1,2992800,0.146602754765431,21969780.8222792,1935717.36011733,0.093716391060658,21947300,1,10,"S007",NA
"1232","S007",32,24114700,1,2167400,0.0941774879322477,23800851.1586029,1842304.04966253,0.083028847816218,24114700,1,10,"S007",NA
"1233","S007",33,26191000,1,2076300,0.0825942272493423,25428437.4463006,1634699.24208855,0.069146556661524,26191000,1,10,"S007",NA
"1234","S007",34,27581100,1,1390100,0.0517149152406091,26774153.4954394,1346411.56012959,0.0537177260652039,27581100,1,10,"S007",NA
"1235","S007",35,27160800,1,-420300,-0.0153559982060008,27824245.9936684,1048031.93536973,0.0394836890620929,27160800,1,10,"S007",NA
"1236","S007",36,28923300,1,1762500,0.0628727413268676,28616551.0940903,795400.795441815,0.0283294981469528,28923300,1,10,"S007",NA
"1237","S007",37,29693600,1,770300,0.0262840357076722,29164969.1675586,559813.015914634,0.018892302615652,29693600,1,10,"S007",NA
"1238","S007",38,29772700,1,79100,0.0026603318737379,29500344.6040247,357990.817864485,0.0113881920819782,29772700,1,10,"S007",NA
"1239","S007",39,28864600,1,-908100,-0.030975935442129,29695267.8846775,233208.749409633,0.0069942410002938,28864600,1,10,"S007",NA
"1240","S007",40,28548000,1,-316600,-0.0110290496950323,29834554.3991552,193231.475390692,0.00575115248329867,28548000,1,10,"S007",NA
"1241","S007",41,30806700,1,2258700,0.0761453176814839,29935810.0814505,152833.186678134,0.00461861143289851,30806700,1,10,"S007",NA
"1242","S007",42,30649000,1,-157700,-0.00513216336774399,29937454.5513032,8062.23347591017,-2.86720387711806e-05,30649000,1,10,"S007",NA
"1243","S007",43,29385600,1,-1263400,-0.0420952769854948,29823040.3742501,-210368.776163226,-0.00722363811024002,29385600,1,10,"S007",NA
"1244","S007",44,30185400,1,799800,0.0268536053385621,29626960.8807516,-465029.120941993,-0.0157189295075297,30185400,1,10,"S007",NA
"1245","S007",45,28694000,1,-1491400,-0.05067032209943,29376109.7211342,-772638.799485538,-0.026041829133353,28694000,1,10,"S007",NA
"1246","S008",10,1178520,NA,NA,NA,1804723.81296957,NA,NA,1178520,1,11,"S008",NA
"1247","S008",11,2856840,1,1678320,0.885456704904734,2399876.83890308,1085563.59356715,0.551110302046568,2856840,1,11,"S008",NA
"1248","S008",12,3643910,1,787070,0.243341162078509,2943886.03541008,797231.345133169,0.379733151614117,3643910,1,11,"S008",NA
"1249","S008",13,3274600,1,-369310,-0.106861556735534,3424777.66163198,570460.525780092,0.240816384629774,3274600,1,11,"S008",NA
"1250","S008",14,4357450,1,1082850,0.285691299653646,3878745.58119546,449825.643169336,0.151317231165953,4357450,1,11,"S008",NA
"1251","S008",15,4240920,1,-116530,-0.0271067970379602,4350892.7153822,425372.927443265,0.1039926170073,4240920,1,11,"S008",NA
"1252","S008",16,4377880,1,136960,0.0317843621099223,4911994.92917833,505478.425193549,0.0926447755489694,4377880,1,11,"S008",NA
"1253","S008",17,5472400,1,1094520,0.223152688114959,5625149.4331648,665435.448759028,0.103237408860036,5472400,1,11,"S008",NA
"1254","S008",18,7870450,1,2398050,0.363397962892196,6516258.92494551,852969.08415529,0.117310383090298,7870450,1,11,"S008",NA
"1255","S008",19,7712740,1,-157710,-0.0202417328942521,7614430.29137811,1066010.67840397,0.127947147596314,7712740,1,11,"S008",NA
"1256","S008",20,7407675,1,-305065,-0.0403568821705507,9031932.54916152,1396116.12293566,0.144845659591796,7962380,1,11,"S008",NA
"1257","S008",20,7407675,1,-305065,-0.0403568821705507,9031932.54916152,1396116.12293566,0.144845659591796,6852970,1,11,"S008",NA
"1258","S008",21,9378500,1,1970825,0.235903210627043,10882957.4272521,1847082.28456302,0.168458782708263,9378500,1,11,"S008",NA
"1259","S008",22,12695400,1,3316900,0.302819887609902,13159198.6356482,2285409.35702603,0.184968061911463,12695400,1,11,"S008",NA
"1260","S008",23,18938000,1,6242600,0.399930762433147,15726740.1838121,2574596.71200455,0.184075989784164,18938000,1,11,"S008",NA
"1261","S008",24,17352000,1,-1586000,-0.087462712036735,18449285.1061728,2715525.5441537,0.16858421845862,17352000,1,11,"S008",NA
"1262","S008",25,20365000,1,3013000,0.160109967575803,21365602.2656949,2907371.67070046,0.153903307841725,20365000,1,11,"S008",NA
"1263","S008",26,24363500,1,3998500,0.179268369581522,24480573.2702828,3115707.76478655,0.141494267583529,24363500,1,11,"S008",NA
"1264","S008",27,24206300,1,-157200,-0.00647318082086951,27718233.9692098,3254221.92544322,0.129468138785298,24206300,1,11,"S008",NA
"1265","S008",28,32811100,1,8604800,0.3041539429139,30925587.1779449,3240691.11634231,0.116313920738603,32811100,1,11,"S008",NA
"1266","S008",29,36676900,1,3865800,0.111380256319847,33759124.3436355,2864002.8564765,0.0949805544997861,36676900,1,11,"S008",NA
"1267","S008",30,34844900,1,-1832000,-0.051240344060613,35983113.4827979,2244132.80635669,0.0694018661946444,34844900,1,11,"S008",NA
"1268","S008",31,35611000,1,766100,0.0217477938606713,37554373.7994103,1592999.23980592,0.0458156705999869,35611000,1,11,"S008",NA
"1269","S008",32,40766400,1,5155400,0.135203633816885,38374184.1322612,842239.04656633,0.0219417120443656,40766400,1,11,"S008",NA
"1270","S008",33,41949000,1,1182600,0.0285963820151057,38242659.9130638,-129878.21272583,-0.00630096021131164,41949000,1,11,"S008",NA
"1271","S008",34,37859200,1,-4089800,-0.102580579649617,37135569.921773,-1136884.63796978,-0.0349334194602327,37859200,1,11,"S008",NA
"1272","S008",35,34830400,1,-3028800,-0.0833834464126719,35306772.2934037,-1877523.57902082,-0.0567609672232729,34830400,1,11,"S008",NA
"1273","S008",36,32401000,1,-2429400,-0.0723012821450097,33104954.0829264,-2252988.05614779,-0.0691473650231939,32401000,1,11,"S008",NA
"1274","S008",37,29615900,1,-2785100,-0.0898779072472984,30849556.0714697,-2298703.16853206,-0.0725333311264174,29615900,1,11,"S008",NA
"1275","S008",38,27344900,1,-2271000,-0.0797813394558584,28789911.2797712,-2090726.80121184,-0.0683404877389639,27344900,1,11,"S008",NA
"1276","S008",39,26736600,1,-608300,-0.0224966265634348,27065599.5880733,-1745103.0767882,-0.0594488320643916,26736600,1,11,"S008",NA
"1277","S008",40,26346300,1,-390300,-0.0147055655823217,25702402.1206824,-1379138.30241699,-0.0491938729927204,26346300,1,11,"S008",NA
"1278","S008",41,23945100,1,-2401200,-0.0955641376475492,24693304.8246035,-1017117.70424278,-0.0379434828452574,23945100,1,11,"S008",NA
"1279","S008",42,22594400,1,-1350700,-0.058061622059864,24054580.9472716,-618881.174116265,-0.024026485690455,22594400,1,11,"S008",NA
"1280","S008",43,23961100,1,1366700,0.0587295940799748,23743469.7033046,-236016.588935893,-0.00976877700812399,23961100,1,11,"S008",NA
"1281","S008",44,24821200,1,860100,0.0352664446709218,23618428.1465465,32810.8007112533,0.000326583749546698,24821200,1,11,"S008",NA
"1282","S008",45,23928800,1,-892400,-0.0366153723111036,23547433.539668,201986.38263123,0.00653318576067668,23928800,1,11,"S008",NA
"1283","S009",10,748572,NA,NA,NA,859204.071522979,NA,NA,748572,1,12,"S009",NA
"1284","S009",11,1385230,1,636658,0.615454078197864,1359715.5294928,587012.730050317,0.487905315059755,1385230,1,12,"S009",NA
"1285","S009",12,1988220,1,602990,0.36137357526149,1850337.60452465,536517.788655997,0.378583533938024,1988220,1,12,"S009",NA
"1286","S009",13,2196580,1,208360,0.0996618392547549,2324895.5153481,492345.117511162,0.282248215571675,2196580,1,12,"S009",NA
"1287","S009",14,3318870,1,1122290,0.412722758196277,2784178.22870862,460517.402990596,0.207526505043354,3318870,1,12,"S009",NA
"1288","S009",15,3279080,1,-39790,-0.0120614682993978,3231414.0071556,439935.057759435,0.153611560398554,3279080,1,12,"S009",NA
"1289","S009",16,2583520,1,-695560,-0.238410085095939,3701752.39662311,462264.426957249,0.127925433693159,2583520,1,12,"S009",NA
"1290","S009",17,4857850,1,2274330,0.63144314304803,4224277.37092623,517234.986588187,0.123583499146224,4857850,1,12,"S009",NA
"1291","S009",18,6201340,1,1343490,0.244169444531586,4769239.1587368,536230.837990163,0.114167030098159,6201340,1,12,"S009",NA
"1292","S009",19,5278890,1,-922450,-0.161049549386197,5351043.0123536,566689.788394226,0.10446185310279,5278890,1,12,"S009",NA
"1293","S009",20,4492655,1,-786235,-0.161272007316503,6081611.32504659,716800.14101661,0.112488030525084,4483120,1,12,"S009",NA
"1294","S009",20,4492655,1,-786235,-0.161272007316503,6081611.32504659,716800.14101661,0.112488030525084,4502190,1,12,"S009",NA
"1295","S009",21,7316940,1,2824285,0.487748366758182,7065965.49813339,979194.03661954,0.135320830751075,7316940,1,12,"S009",NA
"1296","S009",22,7607670,1,290730,0.0389647411217566,8313324.77166932,1248201.51454938,0.15251354158959,7607670,1,12,"S009",NA
"1297","S009",23,10763100,1,3155430,0.346966668420816,9812998.84474518,1503769.91803446,0.161405198128397,10763100,1,12,"S009",NA
"1298","S009",24,10826800,1,63700,0.00590092449162708,11529094.2163489,1719875.15006656,0.160762735859818,10826800,1,12,"S009",NA
"1299","S009",25,11810800,1,984000,0.0869898252986678,13462885.5092862,1940012.99351788,0.157600614318965,11810800,1,12,"S009",NA
"1300","S009",26,17472600,1,5661800,0.391619572513069,15561228.5008215,2104618.15150944,0.150161021020433,17472600,1,12,"S009",NA
"1301","S009",27,20111800,1,2639200,0.140672767854385,17687190.280349,2120610.93352788,0.133278560601048,20111800,1,12,"S009",NA
"1302","S009",28,15220000,1,-4891800,-0.278696355053053,19834349.2941671,2134575.24279415,0.117475224880823,15220000,1,12,"S009",NA
"1303","S009",29,24578800,1,9358800,0.479273930333598,22104896.6593977,2269039.56074722,0.111106709253164,24578800,1,12,"S009",NA
"1304","S009",30,23242100,1,-1336700,-0.0559189934199936,24390522.1107235,2289970.9830471,0.101499020174432,23242100,1,12,"S009",NA
"1305","S009",31,24950200,1,1708100,0.0709165488503196,26647276.7698448,2271557.12902118,0.0919772446924395,24950200,1,12,"S009",NA
"1306","S009",32,29295700,1,4345500,0.160558909376415,28771982.8781349,2148975.19363178,0.0809383863829281,29295700,1,12,"S009",NA
"1307","S009",33,32935300,1,3639600,0.117104283328059,30546530.0483967,1793463.9284713,0.0639678857924173,32935300,1,12,"S009",NA
"1308","S009",34,33350100,1,414800,0.0125157399559493,31795990.0188046,1251152.51795109,0.0427408778552909,33350100,1,12,"S009",NA
"1309","S009",35,30835800,1,-2514300,-0.0783844182074464,32525742.2573461,720049.463229508,0.0234814695942572,30835800,1,12,"S009",NA
"1310","S009",36,32768000,1,1932200,0.060776076766602,32848376.6016927,315983.262070899,0.009468782818971,32768000,1,12,"S009",NA
"1311","S009",37,33747900,1,979900,0.0294657637433913,32794437.7460182,-56510.709864764,-0.00273302333352016,33747900,1,12,"S009",NA
"1312","S009",38,32506200,1,-1241700,-0.0374873527881086,32378097.3651261,-418639.095239384,-0.0142005913563802,32506200,1,12,"S009",NA
"1313","S009",39,32192900,1,-313300,-0.00968490902938674,31673410.69489,-705832.210983116,-0.0232871602143203,32192900,1,12,"S009",NA
"1314","S009",40,29727500,1,-2465400,-0.0796733880133416,30785153.5459694,-885972.189180448,-0.0291710570755566,29727500,1,12,"S009",NA
"1315","S009",41,29007300,1,-720200,-0.0245250208823968,29835954.7168899,-941278.931722926,-0.0313635070237414,29007300,1,12,"S009",NA
"1316","S009",42,28908800,1,-98500,-0.00340147540910675,28878053.8774488,-953120.36393694,-0.032531787053714,28908800,1,12,"S009",NA
"1317","S009",43,28525300,1,-383500,-0.0133546342549864,27896409.6410112,-1000054.80959711,-0.035238111464795,28525300,1,12,"S009",NA
"1318","S009",44,26699600,1,-1825700,-0.0661428287625316,26874799.1615685,-1086729.10646685,-0.0395224151901965,26699600,1,12,"S009",NA
"1319","S009",45,25654100,1,-1045500,-0.0399451811229155,25833777.7707787,-1172932.83971193,-0.0438601373170628,25654100,1,12,"S009",NA
"1320","S010",10,241579,NA,NA,NA,207924.521256852,NA,NA,241579,2,1,"S010",NA
"1321","S010",11,637418,1,395839,0.97022909955533,566297.317177661,341331.281959731,0.757425441573543,637418,2,1,"S010",NA
"1322","S010",12,1293240,1,655822,0.70748033508836,928898.140012023,352463.455877407,0.578721835879478,1293240,2,1,"S010",NA
"1323","S010",13,1131880,1,-161360,-0.133270730319896,1310000.07501615,374528.17160544,0.424413023351066,1131880,2,1,"S010",NA
"1324","S010",14,2039740,1,907860,0.588942381658459,1744822.9086941,430259.199882747,0.318181819839948,2039740,2,1,"S010",NA
"1325","S010",15,2093780,1,54040,0.026148696093632,2267730.32859662,518672.715705658,0.251870486518965,2093780,2,1,"S010",NA
"1326","S010",16,2272130,1,178350,0.0817466726850605,2925936.92311277,654647.494634521,0.222568767174541,2272130,2,1,"S010",NA
"1327","S010",17,4144600,1,1872470,0.601088564589391,3750317.72286534,820790.594883972,0.213928647808174,4144600,2,1,"S010",NA
"1328","S010",18,5147010,1,1002410,0.216609681426827,4734597.12725876,976774.013970748,0.202611043572128,5147010,2,1,"S010",NA
"1329","S010",19,6788720,1,1641710,0.2768464477334,5893225.61155053,1147559.56006159,0.189989344772173,6788720,2,1,"S010",NA
"1330","S010",20,4720820,1,-2067900,-0.363279897959557,7286178.44725503,1386670.65778127,0.186621765049187,4720820,2,1,"S010",NA
"1331","S010",21,7311910,1,2591090,0.437522012220261,8995692.86919012,1722573.83759742,0.199819561331593,7311910,2,1,"S010",NA
"1332","S010",22,10954400,1,3642490,0.404236676493705,10932682.2276562,1967232.40277705,0.204295724023608,10954400,2,1,"S010",NA
"1333","S010",23,14856300,1,3901900,0.304682815671691,12864282.1148477,1962151.22110548,0.185222053177178,14856300,2,1,"S010",NA
"1334","S010",24,15377500,1,521200,0.0344813843928087,14563740.9864712,1713924.19248052,0.147854721519265,15377500,2,1,"S010",NA
"1335","S010",25,18196300,1,2818800,0.168312874611491,15940795.0745591,1372327.21603943,0.107252755550351,18196300,2,1,"S010",NA
"1336","S010",26,15155900,1,-3040400,-0.182828381624268,17021333.2317505,1062898.64556295,0.0737225002642041,15155900,2,1,"S010",NA
"1337","S010",27,16944200,1,1788300,0.111535697290071,17954898.6066811,919965.699965998,0.0554057190287244,16944200,2,1,"S010",NA
