"genotype","DAP","variable","DAP_interval","DAP_group","Digital.biomass","line"
"S028",21,12996725,"21-24",22.5,8494600,"S028"
"S028",22,12996725,"21-24",22.5,13552200,"S028"
"S028",23,12996725,"21-24",22.5,15091600,"S028"
"S028",24,12996725,"21-24",22.5,14848500,"S028"
"S028",25,16788925,"25-28",26.5,17910200,"S028"
"S028",26,16788925,"25-28",26.5,17221900,"S028"
"S028",27,16788925,"25-28",26.5,16407200,"S028"
"S028",28,16788925,"25-28",26.5,15616400,"S028"
"S028",29,17980600,"29-32",30.5,18147400,"S028"
"S028",30,17980600,"29-32",30.5,16645200,"S028"
"S028",31,17980600,"29-32",30.5,17226600,"S028"
"S028",32,17980600,"29-32",30.5,19903200,"S028"
"S028",33,19777626.9141531,"33-36",34.5,19971200,"S028"
"S028",34,19777626.9141531,"33-36",34.5,21687800,"S028"
"S028",35,19777626.9141531,"33-36",34.5,19109000,"S028"
"S028",36,19777626.9141531,"33-36",34.5,18344300,"S028"
"S028",37,16671000,"37-40",38.5,18272300,"S028"
"S028",38,16671000,"37-40",38.5,16822200,"S028"
"S028",39,16671000,"37-40",38.5,15620000,"S028"
"S028",40,16671000,"37-40",38.5,15969500,"S028"
"S028",41,18167525,"41-44",42.5,15364600,"S028"
"S028",42,18167525,"41-44",42.5,12056400,"S028"
"S028",43,18167525,"41-44",42.5,25401100,"S028"
"S028",44,18167525,"41-44",42.5,19848000,"S028"
"S029",5,93500.9324923077,"5-8",6.5,9.352,"S029"
"S029",6,93500.9324923077,"5-8",6.5,34891.6,"S029"
"S029",7,93500.9324923077,"5-8",6.5,87824.6,"S029"
"S029",8,93500.9324923077,"5-8",6.5,229733,"S029"
"S029",9,1005257.31554524,"9-12",10.5,347293,"S029"
"S029",10,1005257.31554524,"9-12",10.5,496024,"S029"
"S029",11,1005257.31554524,"9-12",10.5,1063060,"S029"
"S029",12,1005257.31554524,"9-12",10.5,2108560,"S029"
"S029",13,3304277.05882353,"13-16",14.5,2076500,"S029"
"S029",14,3304277.05882353,"13-16",14.5,2885140,"S029"
"S029",15,3304277.05882353,"13-16",14.5,3712040,"S029"
"S029",16,3304277.05882353,"13-16",14.5,4645930,"S029"
"S029",17,7966570,"17-20",18.5,6017980,"S029"
"S029",18,7966570,"17-20",18.5,9092450,"S029"
"S029",19,7966570,"17-20",18.5,8477010,"S029"
"S029",20,7966570,"17-20",18.5,8278840,"S029"
"S029",21,14256372.5,"21-24",22.5,9953790,"S029"
"S029",22,14256372.5,"21-24",22.5,14952300,"S029"
"S029",23,14256372.5,"21-24",22.5,13919600,"S029"
"S029",24,14256372.5,"21-24",22.5,18199800,"S029"
"S029",25,23709675,"25-28",26.5,19800900,"S029"
"S029",26,23709675,"25-28",26.5,22134400,"S029"
"S029",27,23709675,"25-28",26.5,27594500,"S029"
"S029",28,23709675,"25-28",26.5,25308900,"S029"
"S029",29,36592825,"29-32",30.5,38086500,"S029"
"S029",30,36592825,"29-32",30.5,33368600,"S029"
"S029",31,36592825,"29-32",30.5,32746300,"S029"
"S029",32,36592825,"29-32",30.5,42169900,"S029"
"S029",33,34621548.0278422,"33-36",34.5,37894800,"S029"
"S029",34,34621548.0278422,"33-36",34.5,37804700,"S029"
"S029",35,34621548.0278422,"33-36",34.5,31257800,"S029"
"S029",36,34621548.0278422,"33-36",34.5,31559200,"S029"
"S029",37,28878775,"37-40",38.5,31507800,"S029"
"S029",38,28878775,"37-40",38.5,27853000,"S029"
"S029",39,28878775,"37-40",38.5,28202300,"S029"
"S029",40,28878775,"37-40",38.5,27952000,"S029"
"S029",41,26190100,"41-44",42.5,28865300,"S029"
"S029",42,26190100,"41-44",42.5,34839300,"S029"
"S029",43,26190100,"41-44",42.5,21800800,"S029"
"S029",44,26190100,"41-44",42.5,19255000,"S029"
"S030",4,137.876,"0-4",2,137.876,"S030"
"S030",5,115599.749487179,"5-8",6.5,10634.3,"S030"
"S030",6,115599.749487179,"5-8",6.5,61672.5,"S030"
"S030",7,115599.749487179,"5-8",6.5,123625,"S030"
"S030",8,115599.749487179,"5-8",6.5,243594,"S030"
"S030",9,811756.380510441,"9-12",10.5,385208,"S030"
"S030",10,811756.380510441,"9-12",10.5,480933,"S030"
"S030",11,811756.380510441,"9-12",10.5,913245,"S030"
"S030",12,811756.380510441,"9-12",10.5,1463690,"S030"
"S030",13,2218166.17647059,"13-16",14.5,1622480,"S030"
"S030",14,2218166.17647059,"13-16",14.5,1956620,"S030"
"S030",15,2218166.17647059,"13-16",14.5,2178050,"S030"
"S030",16,2218166.17647059,"13-16",14.5,3194990,"S030"
"S030",17,6116410,"17-20",18.5,4153140,"S030"
"S030",18,6116410,"17-20",18.5,5843800,"S030"
"S030",19,6116410,"17-20",18.5,6113540,"S030"
"S030",20,6116410,"17-20",18.5,8355160,"S030"
"S030",21,13299965,"21-24",22.5,9219160,"S030"
"S030",22,13299965,"21-24",22.5,13500200,"S030"
"S030",23,13299965,"21-24",22.5,14799400,"S030"
"S030",24,13299965,"21-24",22.5,15681100,"S030"
"S030",25,21372750,"25-28",26.5,16038400,"S030"
"S030",26,21372750,"25-28",26.5,21021300,"S030"
"S030",27,21372750,"25-28",26.5,23603500,"S030"
"S030",28,21372750,"25-28",26.5,24827800,"S030"
"S030",29,28748925,"29-32",30.5,34078800,"S030"
"S030",30,28748925,"29-32",30.5,25158400,"S030"
"S030",31,28748925,"29-32",30.5,23460300,"S030"
"S030",32,28748925,"29-32",30.5,32298200,"S030"
"S030",33,32815631.0904872,"33-36",34.5,36387800,"S030"
"S030",34,32815631.0904872,"33-36",34.5,33371000,"S030"
"S030",35,32815631.0904872,"33-36",34.5,29524900,"S030"
"S030",36,32815631.0904872,"33-36",34.5,32011900,"S030"
"S030",37,31747950,"37-40",38.5,30882100,"S030"
"S030",38,31747950,"37-40",38.5,30530100,"S030"
"S030",39,31747950,"37-40",38.5,31768900,"S030"
"S030",40,31747950,"37-40",38.5,33810700,"S030"
"S030",41,35584475,"41-44",42.5,34278800,"S030"
"S030",42,35584475,"41-44",42.5,34581200,"S030"
"S030",43,35584475,"41-44",42.5,35919900,"S030"
"S030",44,35584475,"41-44",42.5,37558000,"S030"
"S031",4,213.034,"0-4",2,213.034,"S031"
"S031",5,99700.1397435897,"5-8",6.5,16581.4,"S031"
"S031",6,99700.1397435897,"5-8",6.5,73677.3,"S031"
"S031",7,99700.1397435897,"5-8",6.5,104123,"S031"
"S031",8,99700.1397435897,"5-8",6.5,187522,"S031"
"S031",9,921844.997679814,"9-12",10.5,326010,"S031"
"S031",10,921844.997679814,"9-12",10.5,345933,"S031"
"S031",11,921844.997679814,"9-12",10.5,1149450,"S031"
"S031",12,921844.997679814,"9-12",10.5,1860470,"S031"
"S031",13,2446020.29411765,"13-16",14.5,1755690,"S031"
"S031",14,2446020.29411765,"13-16",14.5,2423790,"S031"
"S031",15,2446020.29411765,"13-16",14.5,2663160,"S031"
"S031",16,2446020.29411765,"13-16",14.5,3000590,"S031"
"S031",17,7130775,"17-20",18.5,4864660,"S031"
"S031",18,7130775,"17-20",18.5,8079100,"S031"
"S031",19,7130775,"17-20",18.5,7628680,"S031"
"S031",20,7130775,"17-20",18.5,7950660,"S031"
"S031",21,14360715,"21-24",22.5,8022260,"S031"
"S031",22,14360715,"21-24",22.5,13034900,"S031"
"S031",23,14360715,"21-24",22.5,16136200,"S031"
"S031",24,14360715,"21-24",22.5,20249500,"S031"
"S031",25,24108025,"25-28",26.5,23507000,"S031"
"S031",26,24108025,"25-28",26.5,22304000,"S031"
"S031",27,24108025,"25-28",26.5,25243800,"S031"
"S031",28,24108025,"25-28",26.5,25377300,"S031"
"S031",29,28933125,"29-32",30.5,30902500,"S031"
"S031",30,28933125,"29-32",30.5,28062200,"S031"
"S031",31,28933125,"29-32",30.5,30376300,"S031"
"S031",32,28933125,"29-32",30.5,26391500,"S031"
"S031",33,30166635.4988399,"33-36",34.5,29697700,"S031"
"S031",34,30166635.4988399,"33-36",34.5,31752300,"S031"
"S031",35,30166635.4988399,"33-36",34.5,29495200,"S031"
"S031",36,30166635.4988399,"33-36",34.5,29717000,"S031"
"S031",37,28612375,"37-40",38.5,28578600,"S031"
"S031",38,28612375,"37-40",38.5,28048700,"S031"
"S031",39,28612375,"37-40",38.5,29321800,"S031"
"S031",40,28612375,"37-40",38.5,28500400,"S031"
"S031",41,29880550,"41-44",42.5,29671800,"S031"
"S031",42,29880550,"41-44",42.5,29843700,"S031"
"S031",43,29880550,"41-44",42.5,30424100,"S031"
"S031",44,29880550,"41-44",42.5,29582600,"S031"
"S032",6,69485.1444736842,"5-8",6.5,8027.36,"S032"
"S032",7,69485.1444736842,"5-8",6.5,42130,"S032"
"S032",8,69485.1444736842,"5-8",6.5,152834,"S032"
"S032",9,789700.577726218,"9-12",10.5,279151,"S032"
"S032",10,789700.577726218,"9-12",10.5,418436,"S032"
"S032",11,789700.577726218,"9-12",10.5,830558,"S032"
"S032",12,789700.577726218,"9-12",10.5,1625930,"S032"
"S032",13,2359058.52941176,"13-16",14.5,1591820,"S032"
"S032",14,2359058.52941176,"13-16",14.5,2439030,"S032"
"S032",15,2359058.52941176,"13-16",14.5,2594730,"S032"
"S032",16,2359058.52941176,"13-16",14.5,2877100,"S032"
"S032",17,6353015,"17-20",18.5,4526900,"S032"
"S032",18,6353015,"17-20",18.5,5947010,"S032"
"S032",19,6353015,"17-20",18.5,6902510,"S032"
"S032",20,6353015,"17-20",18.5,8035640,"S032"
"S032",21,15129925,"21-24",22.5,10577200,"S032"
"S032",22,15129925,"21-24",22.5,14204200,"S032"
"S032",23,15129925,"21-24",22.5,15813900,"S032"
"S032",24,15129925,"21-24",22.5,19924400,"S032"
"S032",25,21566100,"25-28",26.5,22405200,"S032"
"S032",26,21566100,"25-28",26.5,22251900,"S032"
"S032",27,21566100,"25-28",26.5,25364300,"S032"
"S032",28,21566100,"25-28",26.5,16243000,"S032"
"S032",29,21800225,"29-32",30.5,22356400,"S032"
"S032",30,21800225,"29-32",30.5,19761500,"S032"
"S032",31,21800225,"29-32",30.5,21706100,"S032"
"S032",32,21800225,"29-32",30.5,23376900,"S032"
"S032",33,26284145.2436195,"33-36",34.5,24925400,"S032"
"S032",34,26284145.2436195,"33-36",34.5,25895600,"S032"
"S032",35,26284145.2436195,"33-36",34.5,26514300,"S032"
"S032",36,26284145.2436195,"33-36",34.5,27788700,"S032"
"S032",37,29940175,"37-40",38.5,30026000,"S032"
"S032",38,29940175,"37-40",38.5,29385700,"S032"
"S032",39,29940175,"37-40",38.5,30944200,"S032"
"S032",40,29940175,"37-40",38.5,29404800,"S032"
"S032",41,28717525,"41-44",42.5,29994000,"S032"
"S032",42,28717525,"41-44",42.5,30471600,"S032"
"S032",43,28717525,"41-44",42.5,27810800,"S032"
"S032",44,28717525,"41-44",42.5,26593700,"S032"
"S033",3,54175.4798449612,"0-4",2,40679.1,"S033"
"S033",4,54175.4798449612,"0-4",2,65551,"S033"
"S033",5,264100.602564103,"5-8",6.5,100173,"S033"
"S033",6,264100.602564103,"5-8",6.5,179650,"S033"
"S033",7,264100.602564103,"5-8",6.5,289406,"S033"
"S033",8,264100.602564103,"5-8",6.5,451799,"S033"
"S033",9,1359247.6287703,"9-12",10.5,572088,"S033"
"S033",10,1359247.6287703,"9-12",10.5,799404,"S033"
"S033",11,1359247.6287703,"9-12",10.5,1511910,"S033"
"S033",12,1359247.6287703,"9-12",10.5,2546300,"S033"
"S033",13,2741482.94117647,"13-16",14.5,1785550,"S033"
"S033",14,2741482.94117647,"13-16",14.5,2935360,"S033"
"S033",15,2741482.94117647,"13-16",14.5,3014150,"S033"
"S033",16,2741482.94117647,"13-16",14.5,3316280,"S033"
"S033",17,6055615,"17-20",18.5,4161880,"S033"
"S033",18,6055615,"17-20",18.5,6495550,"S033"
"S033",19,6055615,"17-20",18.5,5205400,"S033"
"S033",20,6055615,"17-20",18.5,8359630,"S033"
"S033",21,17659600,"21-24",22.5,12127300,"S033"
"S033",22,17659600,"21-24",22.5,16180400,"S033"
"S033",23,17659600,"21-24",22.5,18076000,"S033"
"S033",24,17659600,"21-24",22.5,24254700,"S033"
"S033",25,26434175,"25-28",26.5,27916400,"S033"
"S033",26,26434175,"25-28",26.5,25116100,"S033"
"S033",27,26434175,"25-28",26.5,27253800,"S033"
"S033",28,26434175,"25-28",26.5,25450400,"S033"
"S033",29,29734900,"29-32",30.5,32574100,"S033"
"S033",30,29734900,"29-32",30.5,26835700,"S033"
"S033",31,29734900,"29-32",30.5,28783300,"S033"
"S033",32,29734900,"29-32",30.5,30746500,"S033"
"S033",33,29162879.1183295,"33-36",34.5,29960300,"S033"
"S033",34,29162879.1183295,"33-36",34.5,27530400,"S033"
"S033",35,29162879.1183295,"33-36",34.5,30165100,"S033"
"S033",36,29162879.1183295,"33-36",34.5,29003100,"S033"
"S033",37,25922875,"37-40",38.5,28120800,"S033"
"S033",38,25922875,"37-40",38.5,27882700,"S033"
"S033",39,25922875,"37-40",38.5,24220500,"S033"
"S033",40,25922875,"37-40",38.5,23467500,"S033"
"S033",41,28627025,"41-44",42.5,26677500,"S033"
"S033",42,28627025,"41-44",42.5,27631100,"S033"
"S033",43,28627025,"41-44",42.5,31129100,"S033"
"S033",44,28627025,"41-44",42.5,29070400,"S033"
"S034",1,97311.6946107784,"0-4",2,10195,"S034"
"S034",3,97311.6946107784,"0-4",2,116687,"S034"
"S034",4,97311.6946107784,"0-4",2,128273,"S034"
"S034",5,429252.520512821,"5-8",6.5,198839,"S034"
"S034",6,429252.520512821,"5-8",6.5,281419,"S034"
"S034",7,429252.520512821,"5-8",6.5,416418,"S034"
"S034",8,429252.520512821,"5-8",6.5,767010,"S034"
"S034",9,1714653.90487239,"9-12",10.5,966903,"S034"
"S034",10,1714653.90487239,"9-12",10.5,798569,"S034"
"S034",11,1714653.90487239,"9-12",10.5,2134790,"S034"
"S034",12,1714653.90487239,"9-12",10.5,2951430,"S034"
"S034",13,3827892.05882353,"13-16",14.5,2990400,"S034"
"S034",14,3827892.05882353,"13-16",14.5,3611100,"S034"
"S034",15,3827892.05882353,"13-16",14.5,4045130,"S034"
"S034",16,3827892.05882353,"13-16",14.5,4742470,"S034"
"S034",17,9081787.5,"17-20",18.5,7279690,"S034"
"S034",18,9081787.5,"17-20",18.5,8173010,"S034"
"S034",19,9081787.5,"17-20",18.5,10881600,"S034"
"S034",20,9081787.5,"17-20",18.5,9992850,"S034"
"S034",21,18312725,"21-24",22.5,11651400,"S034"
"S034",22,18312725,"21-24",22.5,19285400,"S034"
"S034",23,18312725,"21-24",22.5,19939800,"S034"
"S034",24,18312725,"21-24",22.5,22374300,"S034"
"S034",25,27823700,"25-28",26.5,29385600,"S034"
"S034",26,27823700,"25-28",26.5,28564300,"S034"
"S034",27,27823700,"25-28",26.5,27762000,"S034"
"S034",28,27823700,"25-28",26.5,25582900,"S034"
"S034",29,37490000,"29-32",30.5,37430100,"S034"
"S034",30,37490000,"29-32",30.5,33968700,"S034"
"S034",31,37490000,"29-32",30.5,35258300,"S034"
"S034",32,37490000,"29-32",30.5,43302900,"S034"
"S034",33,39905560.7888631,"33-36",34.5,43356900,"S034"
"S034",34,39905560.7888631,"33-36",34.5,39452100,"S034"
"S034",35,39905560.7888631,"33-36",34.5,36750900,"S034"
"S034",36,39905560.7888631,"33-36",34.5,40094300,"S034"
"S034",37,40130775,"37-40",38.5,42309100,"S034"
"S034",38,40130775,"37-40",38.5,39330000,"S034"
"S034",39,40130775,"37-40",38.5,39760700,"S034"
"S034",40,40130775,"37-40",38.5,39123300,"S034"
"S034",41,39165550,"41-44",42.5,39918800,"S034"
"S034",42,39165550,"41-44",42.5,39835600,"S034"
"S034",43,39165550,"41-44",42.5,39419700,"S034"
"S034",44,39165550,"41-44",42.5,37488100,"S034"
"S035",1,289852.467065868,"0-4",2,142823,"S035"
"S035",3,289852.467065868,"0-4",2,328792,"S035"
"S035",4,289852.467065868,"0-4",2,336848,"S035"
"S035",5,908971.912820513,"5-8",6.5,477605,"S035"
"S035",6,908971.912820513,"5-8",6.5,710158,"S035"
"S035",7,908971.912820513,"5-8",6.5,1038470,"S035"
"S035",8,908971.912820513,"5-8",6.5,1320150,"S035"
"S035",9,2574547.42459397,"9-12",10.5,1582060,"S035"
"S035",10,2574547.42459397,"9-12",10.5,2094480,"S035"
"S035",11,2574547.42459397,"9-12",10.5,2730510,"S035"
"S035",12,2574547.42459397,"9-12",10.5,3881950,"S035"
"S035",13,5723860.58823529,"13-16",14.5,3723960,"S035"
"S035",14,5723860.58823529,"13-16",14.5,5765260,"S035"
"S035",15,5723860.58823529,"13-16",14.5,6504980,"S035"
"S035",16,5723860.58823529,"13-16",14.5,7053590,"S035"
"S035",17,13401970,"17-20",18.5,9506480,"S035"
"S035",18,13401970,"17-20",18.5,12516500,"S035"
"S035",19,13401970,"17-20",18.5,13932100,"S035"
"S035",20,13401970,"17-20",18.5,17652800,"S035"
"S035",21,27656375,"21-24",22.5,20192700,"S035"
"S035",22,27656375,"21-24",22.5,25895300,"S035"
"S035",23,27656375,"21-24",22.5,29791700,"S035"
"S035",24,27656375,"21-24",22.5,34745800,"S035"
"S035",25,42764325,"25-28",26.5,36361000,"S035"
"S035",26,42764325,"25-28",26.5,44664000,"S035"
"S035",27,42764325,"25-28",26.5,44567300,"S035"
"S035",28,42764325,"25-28",26.5,45465000,"S035"
"S035",29,44603425,"29-32",30.5,43877600,"S035"
"S035",30,44603425,"29-32",30.5,45285800,"S035"
"S035",31,44603425,"29-32",30.5,49144400,"S035"
"S035",32,44603425,"29-32",30.5,40105900,"S035"
"S035",33,36943126.6821346,"33-36",34.5,40927600,"S035"
"S035",34,36943126.6821346,"33-36",34.5,36354100,"S035"
"S035",35,36943126.6821346,"33-36",34.5,33532400,"S035"
"S035",36,36943126.6821346,"33-36",34.5,36995300,"S035"
"S035",37,33945725,"37-40",38.5,35395400,"S035"
"S035",38,33945725,"37-40",38.5,34480400,"S035"
"S035",39,33945725,"37-40",38.5,32987300,"S035"
"S035",40,33945725,"37-40",38.5,32919800,"S035"
"S035",41,33988400,"41-44",42.5,33200700,"S035"
"S035",42,33988400,"41-44",42.5,31623800,"S035"
"S035",43,33988400,"41-44",42.5,36108800,"S035"
"S035",44,33988400,"41-44",42.5,35020300,"S035"
"S036",1,136960.983233533,"0-4",2,28325.4,"S036"
"S036",3,136960.983233533,"0-4",2,150321,"S036"
"S036",4,136960.983233533,"0-4",2,184674,"S036"
"S036",5,587623.951282051,"5-8",6.5,276195,"S036"
"S036",6,587623.951282051,"5-8",6.5,383474,"S036"
"S036",7,587623.951282051,"5-8",6.5,688434,"S036"
"S036",8,587623.951282051,"5-8",6.5,933365,"S036"
"S036",9,1829550.07424594,"9-12",10.5,1341250,"S036"
"S036",10,1829550.07424594,"9-12",10.5,756039,"S036"
"S036",11,1829550.07424594,"9-12",10.5,2101830,"S036"
"S036",12,1829550.07424594,"9-12",10.5,3114560,"S036"
"S036",13,3905544.41176471,"13-16",14.5,2568630,"S036"
"S036",14,3905544.41176471,"13-16",14.5,4053530,"S036"
"S036",15,3905544.41176471,"13-16",14.5,4546040,"S036"
"S036",16,3905544.41176471,"13-16",14.5,4541030,"S036"
"S036",17,8446817.5,"17-20",18.5,5741070,"S036"
"S036",18,8446817.5,"17-20",18.5,7220840,"S036"
"S036",19,8446817.5,"17-20",18.5,9380360,"S036"
"S036",20,8446817.5,"17-20",18.5,11445000,"S036"
"S036",21,17129100,"21-24",22.5,11565700,"S036"
"S036",22,17129100,"21-24",22.5,14871400,"S036"
"S036",23,17129100,"21-24",22.5,17691500,"S036"
"S036",24,17129100,"21-24",22.5,24387800,"S036"
"S036",25,29977800,"25-28",26.5,29539200,"S036"
"S036",26,29977800,"25-28",26.5,30616000,"S036"
"S036",27,29977800,"25-28",26.5,31733300,"S036"
"S036",28,29977800,"25-28",26.5,28022700,"S036"
"S036",29,37036925,"29-32",30.5,34556800,"S036"
"S036",30,37036925,"29-32",30.5,35950000,"S036"
"S036",31,37036925,"29-32",30.5,36746200,"S036"
"S036",32,37036925,"29-32",30.5,40894700,"S036"
"S036",33,41992286.0788863,"33-36",34.5,42171100,"S036"
"S036",34,41992286.0788863,"33-36",34.5,42709900,"S036"
"S036",35,41992286.0788863,"33-36",34.5,42914600,"S036"
"S036",36,41992286.0788863,"33-36",34.5,40175200,"S036"
"S036",37,41080975,"37-40",38.5,43320200,"S036"
"S036",38,41080975,"37-40",38.5,41286300,"S036"
"S036",39,41080975,"37-40",38.5,39841900,"S036"
"S036",40,41080975,"37-40",38.5,39875500,"S036"
"S036",41,36296800,"41-44",42.5,38957000,"S036"
"S036",42,36296800,"41-44",42.5,35221000,"S036"
"S036",43,36296800,"41-44",42.5,35217800,"S036"
"S036",44,36296800,"41-44",42.5,35791400,"S036"
"S037",7,35756.6002898551,"5-8",6.5,9637.13,"S037"
"S037",8,35756.6002898551,"5-8",6.5,61129.8,"S037"
"S037",9,583586.153132251,"9-12",10.5,139856,"S037"
"S037",10,583586.153132251,"9-12",10.5,423863,"S037"
"S037",11,583586.153132251,"9-12",10.5,552777,"S037"
"S037",12,583586.153132251,"9-12",10.5,1213740,"S037"
"S037",13,1482812.94117647,"13-16",14.5,1148140,"S037"
"S037",14,1482812.94117647,"13-16",14.5,1856820,"S037"
"S037",15,1482812.94117647,"13-16",14.5,1375180,"S037"
"S037",16,1482812.94117647,"13-16",14.5,1606400,"S037"
"S037",17,4163431.66666667,"17-20",18.5,2766400,"S037"
"S037",18,4163431.66666667,"17-20",18.5,4373120,"S037"
"S037",19,4163431.66666667,"17-20",18.5,5127900,"S037"
"S037",20,4163431.66666667,"17-20",18.5,1423450,"S037"
"S037",20,4163431.66666667,"17-20",18.5,5935980,"S037"
"S037",20,4163431.66666667,"17-20",18.5,5799490,"S037"
"S037",21,12985477.5,"21-24",22.5,6125410,"S037"
"S037",22,12985477.5,"21-24",22.5,13520900,"S037"
"S037",23,12985477.5,"21-24",22.5,16858600,"S037"
"S037",24,12985477.5,"21-24",22.5,15437000,"S037"
"S037",25,21819300,"25-28",26.5,18809200,"S037"
"S037",26,21819300,"25-28",26.5,18939400,"S037"
"S037",27,21819300,"25-28",26.5,24170700,"S037"
"S037",28,21819300,"25-28",26.5,25357900,"S037"
"S037",29,30794050,"29-32",30.5,31927300,"S037"
"S037",30,30794050,"29-32",30.5,29591200,"S037"
"S037",31,30794050,"29-32",30.5,30635700,"S037"
"S037",32,30794050,"29-32",30.5,31022000,"S037"
"S037",33,31951550.1160093,"33-36",34.5,32642700,"S037"
"S037",34,31951550.1160093,"33-36",34.5,33340200,"S037"
"S037",35,31951550.1160093,"33-36",34.5,30572900,"S037"
"S037",36,31951550.1160093,"33-36",34.5,31256800,"S037"
"S037",37,29302775,"37-40",38.5,31188700,"S037"
"S037",38,29302775,"37-40",38.5,29153900,"S037"
"S037",39,29302775,"37-40",38.5,28153100,"S037"
"S037",40,29302775,"37-40",38.5,28715400,"S037"
"S037",41,30967250,"41-44",42.5,29294800,"S037"
"S037",42,30967250,"41-44",42.5,29880100,"S037"
"S037",43,30967250,"41-44",42.5,32020000,"S037"
"S037",44,30967250,"41-44",42.5,32674100,"S037"
"S038",6,12892.1874572368,"5-8",6.5,16.671,"S038"
"S038",7,12892.1874572368,"5-8",6.5,6042.7,"S038"
"S038",8,12892.1874572368,"5-8",6.5,31440.5,"S038"
"S038",9,603286.338515081,"9-12",10.5,97883.7,"S038"
"S038",10,603286.338515081,"9-12",10.5,362096,"S038"
"S038",11,603286.338515081,"9-12",10.5,617596,"S038"
"S038",12,603286.338515081,"9-12",10.5,1330890,"S038"
"S038",13,1990903.82352941,"13-16",14.5,1296530,"S038"
"S038",14,1990903.82352941,"13-16",14.5,2088440,"S038"
"S038",15,1990903.82352941,"13-16",14.5,2015800,"S038"
"S038",16,1990903.82352941,"13-16",14.5,2646530,"S038"
"S038",17,4881476.66666667,"17-20",18.5,3085600,"S038"
"S038",18,4881476.66666667,"17-20",18.5,4676490,"S038"
"S038",19,4881476.66666667,"17-20",18.5,6180440,"S038"
"S038",20,4881476.66666667,"17-20",18.5,3643400,"S038"
"S038",20,4881476.66666667,"17-20",18.5,7067270,"S038"
"S038",20,4881476.66666667,"17-20",18.5,6039460,"S038"
"S038",21,12761955,"21-24",22.5,8292620,"S038"
"S038",22,12761955,"21-24",22.5,11615000,"S038"
"S038",23,12761955,"21-24",22.5,14012700,"S038"
"S038",24,12761955,"21-24",22.5,17127500,"S038"
"S038",25,19618075,"25-28",26.5,19551800,"S038"
"S038",26,19618075,"25-28",26.5,16570200,"S038"
"S038",27,19618075,"25-28",26.5,20007800,"S038"
"S038",28,19618075,"25-28",26.5,22342500,"S038"
"S038",29,24290875,"29-32",30.5,26302500,"S038"
"S038",30,24290875,"29-32",30.5,23171400,"S038"
"S038",31,24290875,"29-32",30.5,24636400,"S038"
"S038",32,24290875,"29-32",30.5,23053200,"S038"
"S038",33,26732091.6473318,"33-36",34.5,25947300,"S038"
"S038",34,26732091.6473318,"33-36",34.5,28126100,"S038"
"S038",35,26732091.6473318,"33-36",34.5,25386700,"S038"
"S038",36,26732091.6473318,"33-36",34.5,27461000,"S038"
"S038",37,29677900,"37-40",38.5,29668300,"S038"
"S038",38,29677900,"37-40",38.5,29098400,"S038"
"S038",39,29677900,"37-40",38.5,29448200,"S038"
"S038",40,29677900,"37-40",38.5,30496700,"S038"
"S038",41,34458025,"41-44",42.5,32165500,"S038"
"S038",42,34458025,"41-44",42.5,34216200,"S038"
"S038",43,34458025,"41-44",42.5,36504800,"S038"
"S038",44,34458025,"41-44",42.5,34945600,"S038"
"S039",4,209.04,"0-4",2,209.04,"S039"
"S039",5,104071.127692308,"5-8",6.5,13799.9,"S039"
"S039",6,104071.127692308,"5-8",6.5,54411.2,"S039"
"S039",7,104071.127692308,"5-8",6.5,116181,"S039"
"S039",8,104071.127692308,"5-8",6.5,212120,"S039"
"S039",9,997724.113689095,"9-12",10.5,367603,"S039"
"S039",10,997724.113689095,"9-12",10.5,338789,"S039"
"S039",11,997724.113689095,"9-12",10.5,1392230,"S039"
"S039",12,997724.113689095,"9-12",10.5,1886440,"S039"
"S039",13,2741780.88235294,"13-16",14.5,1784000,"S039"
"S039",14,2741780.88235294,"13-16",14.5,2399980,"S039"
"S039",15,2741780.88235294,"13-16",14.5,3013670,"S039"
"S039",16,2741780.88235294,"13-16",14.5,3855210,"S039"
"S039",17,8309072.5,"17-20",18.5,4778050,"S039"
"S039",18,8309072.5,"17-20",18.5,7397630,"S039"
"S039",19,8309072.5,"17-20",18.5,11089000,"S039"
"S039",20,8309072.5,"17-20",18.5,3751530,"S039"
"S039",20,8309072.5,"17-20",18.5,13086400,"S039"
"S039",20,8309072.5,"17-20",18.5,13076900,"S039"
"S039",21,18739025,"21-24",22.5,14969100,"S039"
"S039",22,18739025,"21-24",22.5,17841900,"S039"
"S039",23,18739025,"21-24",22.5,20800600,"S039"
"S039",24,18739025,"21-24",22.5,21344500,"S039"
"S039",25,27771725,"25-28",26.5,26471400,"S039"
"S039",26,27771725,"25-28",26.5,26059500,"S039"
"S039",27,27771725,"25-28",26.5,29721400,"S039"
"S039",28,27771725,"25-28",26.5,28834600,"S039"
"S039",29,30448400,"29-32",30.5,30094500,"S039"
"S039",30,30448400,"29-32",30.5,29293000,"S039"
"S039",31,30448400,"29-32",30.5,31008700,"S039"
"S039",32,30448400,"29-32",30.5,31397400,"S039"
"S039",33,32909401.8561485,"33-36",34.5,33999400,"S039"
"S039",34,32909401.8561485,"33-36",34.5,32440300,"S039"
"S039",35,32909401.8561485,"33-36",34.5,31984600,"S039"
"S039",36,32909401.8561485,"33-36",34.5,33223400,"S039"
"S039",37,32561275,"37-40",38.5,33078400,"S039"
