"genotype","DAP","variable","DAP_interval","DAP_group","Digital.biomass","line"
"Check1_1",3,12999.1827906977,"0-4",2,8881.62,"Check1"
"Check1_1",4,12999.1827906977,"0-4",2,16469.7,"Check1"
"Check1_1",5,123872.53,"5-8",6.5,51690.1,"Check1"
"Check1_1",6,123872.53,"5-8",6.5,89824.3,"Check1"
"Check1_1",7,123872.53,"5-8",6.5,126148,"Check1"
"Check1_1",8,123872.53,"5-8",6.5,212237,"Check1"
"Check1_1",9,596209.37587007,"9-12",10.5,342679,"Check1"
"Check1_1",10,596209.37587007,"9-12",10.5,307335,"Check1"
"Check1_1",11,596209.37587007,"9-12",10.5,670226,"Check1"
"Check1_1",12,596209.37587007,"9-12",10.5,1062250,"Check1"
"Check1_1",13,2040205,"13-16",14.5,1232770,"Check1"
"Check1_1",14,2040205,"13-16",14.5,1945140,"Check1"
"Check1_1",15,2040205,"13-16",14.5,2484360,"Check1"
"Check1_1",16,2040205,"13-16",14.5,2543960,"Check1"
"Check1_1",17,3501097.5,"17-20",18.5,3339370,"Check1"
"Check1_1",18,3501097.5,"17-20",18.5,3968220,"Check1"
"Check1_1",19,3501097.5,"17-20",18.5,3605350,"Check1"
"Check1_1",20,3501097.5,"17-20",18.5,3286980,"Check1"
"Check1_1",20,3501097.5,"17-20",18.5,2895920,"Check1"
"Check1_1",21,9057322.5,"21-24",22.5,5207670,"Check1"
"Check1_1",22,9057322.5,"21-24",22.5,8693920,"Check1"
"Check1_1",23,9057322.5,"21-24",22.5,11382600,"Check1"
"Check1_1",24,9057322.5,"21-24",22.5,10945100,"Check1"
"Check1_1",25,16506000,"25-28",26.5,12715000,"Check1"
"Check1_1",26,16506000,"25-28",26.5,14955000,"Check1"
"Check1_1",27,16506000,"25-28",26.5,17651300,"Check1"
"Check1_1",28,16506000,"25-28",26.5,20702700,"Check1"
"Check1_1",29,28448650,"29-32",30.5,28062600,"Check1"
"Check1_1",30,28448650,"29-32",30.5,25251900,"Check1"
"Check1_1",31,28448650,"29-32",30.5,27381900,"Check1"
"Check1_1",32,28448650,"29-32",30.5,33098200,"Check1"
"Check1_1",33,30081137.1229698,"33-36",34.5,31814700,"Check1"
"Check1_1",34,30081137.1229698,"33-36",34.5,30840400,"Check1"
"Check1_1",35,30081137.1229698,"33-36",34.5,28744500,"Check1"
"Check1_1",36,30081137.1229698,"33-36",34.5,28941000,"Check1"
"Check1_1",37,30167300,"37-40",38.5,31552200,"Check1"
"Check1_1",38,30167300,"37-40",38.5,30847900,"Check1"
"Check1_1",39,30167300,"37-40",38.5,30576200,"Check1"
"Check1_1",40,30167300,"37-40",38.5,27692900,"Check1"
"Check1_1",41,28005375,"41-44",42.5,27863200,"Check1"
"Check1_1",42,28005375,"41-44",42.5,27405600,"Check1"
"Check1_1",43,28005375,"41-44",42.5,28287800,"Check1"
"Check1_1",44,28005375,"41-44",42.5,28464900,"Check1"
"Check1_2",6,19450.1675164474,"5-8",6.5,42.025,"Check1"
"Check1_2",7,19450.1675164474,"5-8",6.5,12315,"Check1"
"Check1_2",8,19450.1675164474,"5-8",6.5,44310.9,"Check1"
"Check1_2",9,643189.153132251,"9-12",10.5,162739,"Check1"
"Check1_2",10,643189.153132251,"9-12",10.5,361814,"Check1"
"Check1_2",11,643189.153132251,"9-12",10.5,755915,"Check1"
"Check1_2",12,643189.153132251,"9-12",10.5,1287840,"Check1"
"Check1_2",13,2343633.23529412,"13-16",14.5,1436920,"Check1"
"Check1_2",14,2343633.23529412,"13-16",14.5,2196160,"Check1"
"Check1_2",15,2343633.23529412,"13-16",14.5,2399650,"Check1"
"Check1_2",16,2343633.23529412,"13-16",14.5,3448140,"Check1"
"Check1_2",17,7943432.5,"17-20",18.5,5047590,"Check1"
"Check1_2",18,7943432.5,"17-20",18.5,7017690,"Check1"
"Check1_2",19,7943432.5,"17-20",18.5,10093100,"Check1"
"Check1_2",20,7943432.5,"17-20",18.5,9615350,"Check1"
"Check1_2",21,16517325,"21-24",22.5,11660800,"Check1"
"Check1_2",22,16517325,"21-24",22.5,17637100,"Check1"
"Check1_2",23,16517325,"21-24",22.5,17265800,"Check1"
"Check1_2",24,16517325,"21-24",22.5,19505600,"Check1"
"Check1_2",25,19265350,"25-28",26.5,22033800,"Check1"
"Check1_2",26,19265350,"25-28",26.5,18712000,"Check1"
"Check1_2",27,19265350,"25-28",26.5,19451700,"Check1"
"Check1_2",28,19265350,"25-28",26.5,16863900,"Check1"
"Check1_2",29,23027125,"29-32",30.5,23920500,"Check1"
"Check1_2",30,23027125,"29-32",30.5,22402900,"Check1"
"Check1_2",31,23027125,"29-32",30.5,21746600,"Check1"
"Check1_2",32,23027125,"29-32",30.5,24038500,"Check1"
"Check1_2",33,24318900.9280742,"33-36",34.5,25074500,"Check1"
"Check1_2",34,24318900.9280742,"33-36",34.5,24431400,"Check1"
"Check1_2",35,24318900.9280742,"33-36",34.5,24455700,"Check1"
"Check1_2",36,24318900.9280742,"33-36",34.5,23321000,"Check1"
"Check1_2",37,21483225,"37-40",38.5,20899800,"Check1"
"Check1_2",38,21483225,"37-40",38.5,22214700,"Check1"
"Check1_2",39,21483225,"37-40",38.5,22636700,"Check1"
"Check1_2",40,21483225,"37-40",38.5,20181700,"Check1"
"Check1_2",41,19049925,"41-44",42.5,21214400,"Check1"
"Check1_2",42,19049925,"41-44",42.5,17203700,"Check1"
"Check1_2",43,19049925,"41-44",42.5,17853000,"Check1"
"Check1_2",44,19049925,"41-44",42.5,19928600,"Check1"
"Check1_3",4,18.677,"0-4",2,18.677,"Check1"
"Check1_3",5,66567.4827179487,"5-8",6.5,3541.96,"Check1"
"Check1_3",6,66567.4827179487,"5-8",6.5,38942.9,"Check1"
"Check1_3",7,66567.4827179487,"5-8",6.5,65201.7,"Check1"
"Check1_3",8,66567.4827179487,"5-8",6.5,145035,"Check1"
"Check1_3",9,607533.406032483,"9-12",10.5,288650,"Check1"
"Check1_3",10,607533.406032483,"9-12",10.5,117153,"Check1"
"Check1_3",11,607533.406032483,"9-12",10.5,610868,"Check1"
"Check1_3",12,607533.406032483,"9-12",10.5,1410510,"Check1"
"Check1_3",13,1252725,"13-16",14.5,1007800,"Check1"
"Check1_3",15,1252725,"13-16",14.5,1497650,"Check1"
"Check1_3",17,4878528.75,"17-20",18.5,3205450,"Check1"
"Check1_3",18,4878528.75,"17-20",18.5,4948740,"Check1"
"Check1_3",19,4878528.75,"17-20",18.5,5013030,"Check1"
"Check1_3",20,4878528.75,"17-20",18.5,6107090,"Check1"
"Check1_3",20,4878528.75,"17-20",18.5,6586700,"Check1"
"Check1_3",21,11640820,"21-24",22.5,8204480,"Check1"
"Check1_3",22,11640820,"21-24",22.5,14211100,"Check1"
"Check1_3",23,11640820,"21-24",22.5,10564200,"Check1"
"Check1_3",24,11640820,"21-24",22.5,13583500,"Check1"
"Check1_3",25,20159800,"25-28",26.5,20585300,"Check1"
"Check1_3",26,20159800,"25-28",26.5,18746500,"Check1"
"Check1_3",27,20159800,"25-28",26.5,20788500,"Check1"
"Check1_3",28,20159800,"25-28",26.5,20518900,"Check1"
"Check1_3",29,26861625,"29-32",30.5,27337700,"Check1"
"Check1_3",30,26861625,"29-32",30.5,25491300,"Check1"
"Check1_3",31,26861625,"29-32",30.5,26606800,"Check1"
"Check1_3",32,26861625,"29-32",30.5,28010700,"Check1"
"Check1_3",33,27470850.5800464,"33-36",34.5,27708200,"Check1"
"Check1_3",34,27470850.5800464,"33-36",34.5,28342600,"Check1"
"Check1_3",35,27470850.5800464,"33-36",34.5,26606400,"Check1"
"Check1_3",36,27470850.5800464,"33-36",34.5,27228400,"Check1"
"Check1_3",37,30011550,"37-40",38.5,29570000,"Check1"
"Check1_3",38,30011550,"37-40",38.5,30019700,"Check1"
"Check1_3",39,30011550,"37-40",38.5,29868800,"Check1"
"Check1_3",40,30011550,"37-40",38.5,30587700,"Check1"
"Check1_3",41,31510475,"41-44",42.5,30937400,"Check1"
"Check1_3",42,31510475,"41-44",42.5,31772500,"Check1"
"Check1_3",43,31510475,"41-44",42.5,32373200,"Check1"
"Check1_3",44,31510475,"41-44",42.5,30958800,"Check1"
"Check1_4",1,118425.401197605,"0-4",2,42402.5,"Check1"
"Check1_4",3,118425.401197605,"0-4",2,133753,"Check1"
"Check1_4",4,118425.401197605,"0-4",2,146776,"Check1"
"Check1_4",5,410119.748717949,"5-8",6.5,212892,"Check1"
"Check1_4",6,410119.748717949,"5-8",6.5,340198,"Check1"
"Check1_4",7,410119.748717949,"5-8",6.5,458217,"Check1"
"Check1_4",8,410119.748717949,"5-8",6.5,589530,"Check1"
"Check1_4",9,1411146.29466357,"9-12",10.5,819395,"Check1"
"Check1_4",10,1411146.29466357,"9-12",10.5,755641,"Check1"
"Check1_4",11,1411146.29466357,"9-12",10.5,1684210,"Check1"
"Check1_4",12,1411146.29466357,"9-12",10.5,2379860,"Check1"
"Check1_4",13,3161745.58823529,"13-16",14.5,1981880,"Check1"
"Check1_4",14,3161745.58823529,"13-16",14.5,3329530,"Check1"
"Check1_4",15,3161745.58823529,"13-16",14.5,3594270,"Check1"
"Check1_4",16,3161745.58823529,"13-16",14.5,3834720,"Check1"
"Check1_4",17,7191972.5,"17-20",18.5,5770580,"Check1"
"Check1_4",18,7191972.5,"17-20",18.5,7073960,"Check1"
"Check1_4",19,7191972.5,"17-20",18.5,7969420,"Check1"
"Check1_4",20,7191972.5,"17-20",18.5,7953930,"Check1"
"Check1_4",21,13151920,"21-24",22.5,6397180,"Check1"
"Check1_4",22,13151920,"21-24",22.5,10682000,"Check1"
"Check1_4",23,13151920,"21-24",22.5,17201800,"Check1"
"Check1_4",24,13151920,"21-24",22.5,18326700,"Check1"
"Check1_4",25,21448250,"25-28",26.5,18562500,"Check1"
"Check1_4",26,21448250,"25-28",26.5,16767300,"Check1"
"Check1_4",27,21448250,"25-28",26.5,23469800,"Check1"
"Check1_4",28,21448250,"25-28",26.5,26993400,"Check1"
"Check1_4",29,32447975,"29-32",30.5,33774900,"Check1"
"Check1_4",30,32447975,"29-32",30.5,30438400,"Check1"
"Check1_4",31,32447975,"29-32",30.5,35336500,"Check1"
"Check1_4",32,32447975,"29-32",30.5,30242100,"Check1"
"Check1_4",33,33506073.549884,"33-36",34.5,33269100,"Check1"
"Check1_4",34,33506073.549884,"33-36",34.5,39400100,"Check1"
"Check1_4",35,33506073.549884,"33-36",34.5,31283600,"Check1"
"Check1_4",36,33506073.549884,"33-36",34.5,30069300,"Check1"
"Check1_4",37,25262375,"37-40",38.5,26706500,"Check1"
"Check1_4",38,25262375,"37-40",38.5,23590400,"Check1"
"Check1_4",39,25262375,"37-40",38.5,25443800,"Check1"
"Check1_4",40,25262375,"37-40",38.5,25308800,"Check1"
"Check1_4",41,26937100,"41-44",42.5,25998700,"Check1"
"Check1_4",42,26937100,"41-44",42.5,26193800,"Check1"
"Check1_4",43,26937100,"41-44",42.5,27715700,"Check1"
"Check1_4",44,26937100,"41-44",42.5,27840200,"Check1"
"Check1_5",3,17153.8682170543,"0-4",2,11637,"Check1"
"Check1_5",4,17153.8682170543,"0-4",2,21803.8,"Check1"
"Check1_5",5,289600.054358974,"5-8",6.5,63083.7,"Check1"
"Check1_5",6,289600.054358974,"5-8",6.5,146945,"Check1"
"Check1_5",7,289600.054358974,"5-8",6.5,332129,"Check1"
"Check1_5",8,289600.054358974,"5-8",6.5,565600,"Check1"
"Check1_5",9,1673074.87470998,"9-12",10.5,909893,"Check1"
"Check1_5",10,1673074.87470998,"9-12",10.5,1169030,"Check1"
"Check1_5",11,1673074.87470998,"9-12",10.5,1723970,"Check1"
"Check1_5",12,1673074.87470998,"9-12",10.5,2882340,"Check1"
"Check1_5",13,6172920,"13-16",14.5,3093920,"Check1"
"Check1_5",14,6172920,"13-16",14.5,5788260,"Check1"
"Check1_5",15,6172920,"13-16",14.5,7063360,"Check1"
"Check1_5",16,6172920,"13-16",14.5,9019710,"Check1"
"Check1_5",17,15269838.3333333,"17-20",18.5,11287800,"Check1"
"Check1_5",18,15269838.3333333,"17-20",18.5,15051100,"Check1"
"Check1_5",19,15269838.3333333,"17-20",18.5,16774400,"Check1"
"Check1_5",20,15269838.3333333,"17-20",18.5,9911560,"Check1"
"Check1_5",20,15269838.3333333,"17-20",18.5,22248600,"Check1"
"Check1_5",20,15269838.3333333,"17-20",18.5,21738000,"Check1"
"Check1_5",21,27772375,"21-24",22.5,22423600,"Check1"
"Check1_5",22,27772375,"21-24",22.5,27477300,"Check1"
"Check1_5",23,27772375,"21-24",22.5,30682700,"Check1"
"Check1_5",24,27772375,"21-24",22.5,30505900,"Check1"
"Check1_5",25,33006425,"25-28",26.5,32407700,"Check1"
"Check1_5",26,33006425,"25-28",26.5,32967900,"Check1"
"Check1_5",27,33006425,"25-28",26.5,33824700,"Check1"
"Check1_5",28,33006425,"25-28",26.5,32825400,"Check1"
"Check1_5",29,29468425,"29-32",30.5,28501600,"Check1"
"Check1_5",30,29468425,"29-32",30.5,28923400,"Check1"
"Check1_5",31,29468425,"29-32",30.5,29908700,"Check1"
"Check1_5",32,29468425,"29-32",30.5,30540000,"Check1"
"Check1_5",33,32294722.9698376,"33-36",34.5,31572000,"Check1"
"Check1_5",34,32294722.9698376,"33-36",34.5,32369500,"Check1"
"Check1_5",35,32294722.9698376,"33-36",34.5,32687600,"Check1"
"Check1_5",36,32294722.9698376,"33-36",34.5,32543100,"Check1"
"Check1_5",37,33595850,"37-40",38.5,33407000,"Check1"
"Check1_5",38,33595850,"37-40",38.5,33643900,"Check1"
"Check1_5",39,33595850,"37-40",38.5,33391600,"Check1"
"Check1_5",40,33595850,"37-40",38.5,33940900,"Check1"
"Check1_5",41,34081175,"41-44",42.5,33789300,"Check1"
"Check1_5",42,34081175,"41-44",42.5,32745300,"Check1"
"Check1_5",43,34081175,"41-44",42.5,34536000,"Check1"
"Check1_5",44,34081175,"41-44",42.5,35254100,"Check1"
"Check1_6",3,3203.63852713178,"0-4",2,1065.73,"Check1"
"Check1_6",4,3203.63852713178,"0-4",2,5005.59,"Check1"
"Check1_6",5,84799.3376923077,"5-8",6.5,27879.2,"Check1"
"Check1_6",6,84799.3376923077,"5-8",6.5,48331.7,"Check1"
"Check1_6",7,84799.3376923077,"5-8",6.5,90492.8,"Check1"
"Check1_6",8,84799.3376923077,"5-8",6.5,159578,"Check1"
"Check1_6",9,431382.296983759,"9-12",10.5,230914,"Check1"
"Check1_6",10,431382.296983759,"9-12",10.5,221060,"Check1"
"Check1_6",11,431382.296983759,"9-12",10.5,501526,"Check1"
"Check1_6",12,431382.296983759,"9-12",10.5,770173,"Check1"
"Check1_6",13,1052956.61764706,"13-16",14.5,629955,"Check1"
"Check1_6",14,1052956.61764706,"13-16",14.5,874685,"Check1"
"Check1_6",15,1052956.61764706,"13-16",14.5,1212410,"Check1"
"Check1_6",16,1052956.61764706,"13-16",14.5,1527720,"Check1"
"Check1_6",17,3653225,"17-20",18.5,2209910,"Check1"
"Check1_6",18,3653225,"17-20",18.5,3441290,"Check1"
"Check1_6",19,3653225,"17-20",18.5,4093190,"Check1"
"Check1_6",20,3653225,"17-20",18.5,4868510,"Check1"
"Check1_6",21,9660062.5,"21-24",22.5,6869230,"Check1"
"Check1_6",22,9660062.5,"21-24",22.5,8182400,"Check1"
"Check1_6",23,9660062.5,"21-24",22.5,9201320,"Check1"
"Check1_6",24,9660062.5,"21-24",22.5,14387300,"Check1"
"Check1_6",25,14075150,"25-28",26.5,12926500,"Check1"
"Check1_6",26,14075150,"25-28",26.5,14516300,"Check1"
"Check1_6",27,14075150,"25-28",26.5,14992900,"Check1"
"Check1_6",28,14075150,"25-28",26.5,13864900,"Check1"
"Check1_6",29,22238300,"29-32",30.5,21758300,"Check1"
"Check1_6",30,22238300,"29-32",30.5,21182400,"Check1"
"Check1_6",31,22238300,"29-32",30.5,20775400,"Check1"
"Check1_6",32,22238300,"29-32",30.5,25237100,"Check1"
"Check1_6",33,27906889.0951276,"33-36",34.5,25859600,"Check1"
"Check1_6",34,27906889.0951276,"33-36",34.5,28220300,"Check1"
"Check1_6",35,27906889.0951276,"33-36",34.5,25881200,"Check1"
"Check1_6",36,27906889.0951276,"33-36",34.5,31647500,"Check1"
"Check1_6",37,30288650,"37-40",38.5,29358000,"Check1"
"Check1_6",38,30288650,"37-40",38.5,30887500,"Check1"
"Check1_6",39,30288650,"37-40",38.5,30129500,"Check1"
"Check1_6",40,30288650,"37-40",38.5,30779600,"Check1"
"Check1_6",41,32440200,"41-44",42.5,29243700,"Check1"
"Check1_6",42,32440200,"41-44",42.5,31255800,"Check1"
"Check1_6",43,32440200,"41-44",42.5,32508100,"Check1"
"Check1_6",44,32440200,"41-44",42.5,36753200,"Check1"
"Check1_7",3,25200.4279069767,"0-4",2,20599.8,"Check1"
"Check1_7",4,25200.4279069767,"0-4",2,29078.1,"Check1"
"Check1_7",5,248523.063076923,"5-8",6.5,59853.6,"Check1"
"Check1_7",6,248523.063076923,"5-8",6.5,123054,"Check1"
"Check1_7",7,248523.063076923,"5-8",6.5,209081,"Check1"
"Check1_7",8,248523.063076923,"5-8",6.5,557277,"Check1"
"Check1_7",9,1493662.49419954,"9-12",10.5,630205,"Check1"
"Check1_7",10,1493662.49419954,"9-12",10.5,1454300,"Check1"
"Check1_7",11,1493662.49419954,"9-12",10.5,1399290,"Check1"
"Check1_7",12,1493662.49419954,"9-12",10.5,2482860,"Check1"
"Check1_7",13,3211437.35294118,"13-16",14.5,1877460,"Check1"
"Check1_7",14,3211437.35294118,"13-16",14.5,3306470,"Check1"
"Check1_7",15,3211437.35294118,"13-16",14.5,3511650,"Check1"
"Check1_7",16,3211437.35294118,"13-16",14.5,4279390,"Check1"
"Check1_7",17,6836185,"17-20",18.5,4625100,"Check1"
"Check1_7",18,6836185,"17-20",18.5,6799490,"Check1"
"Check1_7",19,6836185,"17-20",18.5,7651490,"Check1"
"Check1_7",20,6836185,"17-20",18.5,9002300,"Check1"
"Check1_7",20,6836185,"17-20",18.5,7535020,"Check1"
"Check1_7",21,18326300,"21-24",22.5,10471600,"Check1"
"Check1_7",22,18326300,"21-24",22.5,19766300,"Check1"
"Check1_7",23,18326300,"21-24",22.5,21372600,"Check1"
"Check1_7",24,18326300,"21-24",22.5,21694700,"Check1"
"Check1_7",25,26674050,"25-28",26.5,25262800,"Check1"
"Check1_7",26,26674050,"25-28",26.5,25734400,"Check1"
"Check1_7",27,26674050,"25-28",26.5,30637700,"Check1"
"Check1_7",28,26674050,"25-28",26.5,25061300,"Check1"
"Check1_7",29,30240575,"29-32",30.5,29384500,"Check1"
"Check1_7",30,30240575,"29-32",30.5,27455400,"Check1"
"Check1_7",31,30240575,"29-32",30.5,31177400,"Check1"
"Check1_7",32,30240575,"29-32",30.5,32945000,"Check1"
"Check1_7",33,25986738.5150812,"33-36",34.5,32806500,"Check1"
"Check1_7",34,25986738.5150812,"33-36",34.5,27932100,"Check1"
"Check1_7",35,25986738.5150812,"33-36",34.5,23317700,"Check1"
"Check1_7",36,25986738.5150812,"33-36",34.5,19953800,"Check1"
"Check1_7",37,15643575,"37-40",38.5,18574900,"Check1"
"Check1_7",38,15643575,"37-40",38.5,16144800,"Check1"
"Check1_7",39,15643575,"37-40",38.5,14521700,"Check1"
"Check1_7",40,15643575,"37-40",38.5,13332900,"Check1"
"Check1_7",41,13577025,"41-44",42.5,13737600,"Check1"
"Check1_7",42,13577025,"41-44",42.5,13346900,"Check1"
"Check1_7",43,13577025,"41-44",42.5,13335600,"Check1"
"Check1_7",44,13577025,"41-44",42.5,13888000,"Check1"
"Check1_8",5,104441.078769231,"5-8",6.5,5479.37,"Check1"
"Check1_8",6,104441.078769231,"5-8",6.5,44644.7,"Check1"
"Check1_8",7,104441.078769231,"5-8",6.5,101537,"Check1"
"Check1_8",8,104441.078769231,"5-8",6.5,243557,"Check1"
"Check1_8",9,941705.726218097,"9-12",10.5,356572,"Check1"
"Check1_8",10,941705.726218097,"9-12",10.5,628483,"Check1"
"Check1_8",11,941705.726218097,"9-12",10.5,993880,"Check1"
"Check1_8",12,941705.726218097,"9-12",10.5,1782470,"Check1"
"Check1_8",13,2913960.58823529,"13-16",14.5,1661750,"Check1"
"Check1_8",14,2913960.58823529,"13-16",14.5,2742950,"Check1"
"Check1_8",15,2913960.58823529,"13-16",14.5,3327150,"Check1"
"Check1_8",16,2913960.58823529,"13-16",14.5,4028870,"Check1"
"Check1_8",17,7080540,"17-20",18.5,4446080,"Check1"
"Check1_8",18,7080540,"17-20",18.5,7979670,"Check1"
"Check1_8",19,7080540,"17-20",18.5,5975120,"Check1"
"Check1_8",20,7080540,"17-20",18.5,11586800,"Check1"
"Check1_8",20,7080540,"17-20",18.5,8255780,"Check1"
"Check1_8",21,13669395,"21-24",22.5,8830180,"Check1"
"Check1_8",22,13669395,"21-24",22.5,12975700,"Check1"
"Check1_8",23,13669395,"21-24",22.5,17218400,"Check1"
"Check1_8",24,13669395,"21-24",22.5,15653300,"Check1"
"Check1_8",25,29906300,"25-28",26.5,27204100,"Check1"
"Check1_8",26,29906300,"25-28",26.5,25451800,"Check1"
"Check1_8",27,29906300,"25-28",26.5,31996700,"Check1"
"Check1_8",28,29906300,"25-28",26.5,34972600,"Check1"
"Check1_8",29,35332950,"29-32",30.5,37988200,"Check1"
"Check1_8",30,35332950,"29-32",30.5,29522800,"Check1"
"Check1_8",31,35332950,"29-32",30.5,33318700,"Check1"
"Check1_8",32,35332950,"29-32",30.5,40502100,"Check1"
"Check1_8",33,36591701.1600928,"33-36",34.5,43038800,"Check1"
"Check1_8",34,36591701.1600928,"33-36",34.5,34370700,"Check1"
"Check1_8",35,36591701.1600928,"33-36",34.5,33242900,"Check1"
"Check1_8",36,36591701.1600928,"33-36",34.5,35774100,"Check1"
"Check1_8",37,33366025,"37-40",38.5,35851500,"Check1"
"Check1_8",38,33366025,"37-40",38.5,32351000,"Check1"
"Check1_8",39,33366025,"37-40",38.5,31579300,"Check1"
"Check1_8",40,33366025,"37-40",38.5,33682300,"Check1"
"Check1_8",41,34148600,"41-44",42.5,30451000,"Check1"
"Check1_8",42,34148600,"41-44",42.5,35934600,"Check1"
"Check1_8",43,34148600,"41-44",42.5,35180400,"Check1"
"Check1_8",44,34148600,"41-44",42.5,35028400,"Check1"
"Check1_9",1,198863.88994012,"0-4",2,7556.99,"Check1"
"Check1_9",3,198863.88994012,"0-4",2,218826,"Check1"
"Check1_9",4,198863.88994012,"0-4",2,285891,"Check1"
"Check1_9",5,632461.233333333,"5-8",6.5,371997,"Check1"
"Check1_9",6,632461.233333333,"5-8",6.5,536194,"Check1"
"Check1_9",7,632461.233333333,"5-8",6.5,691973,"Check1"
"Check1_9",8,632461.233333333,"5-8",6.5,876915,"Check1"
"Check1_9",9,2223965.73085847,"9-12",10.5,1329410,"Check1"
"Check1_9",10,2223965.73085847,"9-12",10.5,1696760,"Check1"
"Check1_9",11,2223965.73085847,"9-12",10.5,2133870,"Check1"
"Check1_9",12,2223965.73085847,"9-12",10.5,3727540,"Check1"
"Check1_9",13,4360617.35294118,"13-16",14.5,3114020,"Check1"
"Check1_9",14,4360617.35294118,"13-16",14.5,4359990,"Check1"
"Check1_9",15,4360617.35294118,"13-16",14.5,4058970,"Check1"
"Check1_9",16,4360617.35294118,"13-16",14.5,6103020,"Check1"
"Check1_9",17,9579400,"17-20",18.5,5999250,"Check1"
"Check1_9",18,9579400,"17-20",18.5,9236650,"Check1"
"Check1_9",19,9579400,"17-20",18.5,10220800,"Check1"
"Check1_9",20,9579400,"17-20",18.5,12699900,"Check1"
"Check1_9",20,9579400,"17-20",18.5,13021900,"Check1"
"Check1_9",21,20430625,"21-24",22.5,15312200,"Check1"
"Check1_9",22,20430625,"21-24",22.5,21896400,"Check1"
"Check1_9",23,20430625,"21-24",22.5,22220400,"Check1"
"Check1_9",24,20430625,"21-24",22.5,22293500,"Check1"
"Check1_9",25,29560200,"25-28",26.5,26145200,"Check1"
"Check1_9",26,29560200,"25-28",26.5,27796800,"Check1"
"Check1_9",27,29560200,"25-28",26.5,32252900,"Check1"
"Check1_9",28,29560200,"25-28",26.5,32045900,"Check1"
"Check1_9",29,33718225,"29-32",30.5,34525500,"Check1"
"Check1_9",30,33718225,"29-32",30.5,32713900,"Check1"
"Check1_9",31,33718225,"29-32",30.5,33037500,"Check1"
"Check1_9",32,33718225,"29-32",30.5,34596000,"Check1"
"Check1_9",33,35904325.0580046,"33-36",34.5,36541500,"Check1"
"Check1_9",34,35904325.0580046,"33-36",34.5,35999400,"Check1"
"Check1_9",35,35904325.0580046,"33-36",34.5,35533000,"Check1"
"Check1_9",36,35904325.0580046,"33-36",34.5,35549300,"Check1"
"Check1_9",37,35270325,"37-40",38.5,35736200,"Check1"
"Check1_9",38,35270325,"37-40",38.5,35680300,"Check1"
"Check1_9",39,35270325,"37-40",38.5,35045300,"Check1"
"Check1_9",40,35270325,"37-40",38.5,34619500,"Check1"
"Check1_9",41,31654175,"41-44",42.5,33645900,"Check1"
"Check1_9",42,31654175,"41-44",42.5,32144800,"Check1"
"Check1_9",43,31654175,"41-44",42.5,28997700,"Check1"
"Check1_9",44,31654175,"41-44",42.5,31828300,"Check1"
"Check2_1",6,9613.56496710526,"5-8",6.5,624.37,"Check2"
"Check2_1",7,9613.56496710526,"5-8",6.5,8274.68,"Check2"
"Check2_1",8,9613.56496710526,"5-8",6.5,19218.5,"Check2"
"Check2_1",9,301288.24037123,"9-12",10.5,122628,"Check2"
"Check2_1",10,301288.24037123,"9-12",10.5,45704.7,"Check2"
"Check2_1",11,301288.24037123,"9-12",10.5,308957,"Check2"
"Check2_1",12,301288.24037123,"9-12",10.5,726209,"Check2"
"Check2_1",13,1098564.67647059,"13-16",14.5,811201,"Check2"
"Check2_1",14,1098564.67647059,"13-16",14.5,1158520,"Check2"
"Check2_1",15,1098564.67647059,"13-16",14.5,1316790,"Check2"
"Check2_1",16,1098564.67647059,"13-16",14.5,1116390,"Check2"
"Check2_1",17,3096423.75,"17-20",18.5,2128410,"Check2"
"Check2_1",18,3096423.75,"17-20",18.5,3569200,"Check2"
"Check2_1",19,3096423.75,"17-20",18.5,3473760,"Check2"
"Check2_1",20,3096423.75,"17-20",18.5,3206210,"Check2"
"Check2_1",20,3096423.75,"17-20",18.5,3222440,"Check2"
"Check2_1",21,8819555,"21-24",22.5,4812250,"Check2"
"Check2_1",22,8819555,"21-24",22.5,8505790,"Check2"
"Check2_1",23,8819555,"21-24",22.5,9555080,"Check2"
"Check2_1",24,8819555,"21-24",22.5,12405100,"Check2"
"Check2_1",25,18458900,"25-28",26.5,15656500,"Check2"
"Check2_1",26,18458900,"25-28",26.5,17670100,"Check2"
"Check2_1",27,18458900,"25-28",26.5,18989200,"Check2"
"Check2_1",28,18458900,"25-28",26.5,21519800,"Check2"
"Check2_1",29,25076200,"29-32",30.5,25119400,"Check2"
"Check2_1",30,25076200,"29-32",30.5,22387800,"Check2"
"Check2_1",31,25076200,"29-32",30.5,27644800,"Check2"
"Check2_1",32,25076200,"29-32",30.5,25152800,"Check2"
"Check2_1",33,26767040.6032483,"33-36",34.5,28185900,"Check2"
"Check2_1",34,26767040.6032483,"33-36",34.5,25523400,"Check2"
"Check2_1",35,26767040.6032483,"33-36",34.5,26719000,"Check2"
"Check2_1",36,26767040.6032483,"33-36",34.5,26653000,"Check2"
"Check2_1",37,26748900,"37-40",38.5,26118000,"Check2"
"Check2_1",38,26748900,"37-40",38.5,26739500,"Check2"
"Check2_1",39,26748900,"37-40",38.5,26498600,"Check2"
"Check2_1",40,26748900,"37-40",38.5,27639500,"Check2"
"Check2_1",41,25919250,"41-44",42.5,27387400,"Check2"
"Check2_1",42,25919250,"41-44",42.5,25057500,"Check2"
