"genotype","DAP","Digital.biomass","DAP.diffs","Digital.biomass.AGR","Digital.biomass.RGR","Digital.biomass.smooth","Digital.biomass.AGR.smooth","Digital.biomass.RGR.smooth","Digital.biomass","col","row","line","rep"
"Check1_2",7,12315,1,12272.975,5.68030863125996,-99809.0149356789,-30920.0413087914,3.63595818662146,12315,2,5,"Check1",2
"Check1_2",8,44310.9,1,31995.9,1.28041266487473,11353.5732666304,37278.5632927662,2.70011627814111,44310.9,2,5,"Check1",2
"Check1_2",9,162739,1,118428.1,1.3009169940316,153723.369667978,108325.824482136,1.88600523839403,162739,2,5,"Check1",2
"Check1_2",10,361814,1,199075,0.798982577145544,347907.271261182,184946.188949992,1.24502273803502,361814,2,5,"Check1",2
"Check1_2",11,755915,1,394101,0.736798668371562,615351.860765014,270417.017580463,0.781388999277237,755915,2,5,"Check1",2
"Check1_2",12,1287840,1,531925,0.532792739349485,979580.543509294,370148.525082503,0.472234490762114,1287840,2,5,"Check1",2
"Check1_2",13,1436920,1,149080,0.109535537645957,1473077.43563127,497077.251108382,0.288369912261558,1436920,2,5,"Check1",2
"Check1_2",14,2196160,1,759240,0.424208446728889,2141888.9812509,668895.896579571,0.200824745191949,2196160,2,5,"Check1",2
"Check1_2",15,2399650,1,203490,0.0886125126477192,3034260.69636029,890486.247392867,0.175773680707751,2399650,2,5,"Check1",2
"Check1_2",16,3448140,1,1048490,0.362512061839565,4193856.88598382,1159199.33599838,0.186448578476772,3448140,2,5,"Check1",2
"Check1_2",17,5047590,1,1599450,0.381075946429688,5631602.60786237,1441294.26860157,0.206638394948505,5047590,2,5,"Check1",2
"Check1_2",18,7017690,1,1970100,0.32952320240149,7315844.92113691,1692134.65037208,0.219019189691131,7017690,2,5,"Check1",2
"Check1_2",19,10093100,1,3075410,0.363417918007976,9180680.64646376,1876062.27978743,0.217312669641998,10093100,2,5,"Check1",2
"Check1_2",20,9615350,1,-477750,-0.0484912422302861,11151430.9503365,1985107.61307188,0.203794364620456,9615350,2,5,"Check1",2
"Check1_2",21,11660800,1,2045450,0.192872009369108,13171886.6295492,2040717.0164655,0.18571607924516,11660800,2,5,"Check1",2
"Check1_2",22,17637100,1,5976300,0.41377184876727,15117463.57351,1967174.01695724,0.160711661378297,17637100,2,5,"Check1",2
"Check1_2",23,17265800,1,-371300,-0.0212769716832413,16812216.8089482,1706289.37505124,0.126745117735947,17265800,2,5,"Check1",2
"Check1_2",24,19505600,1,2239800,0.121973937541323,18171732.7634323,1356775.87461621,0.0915720088685518,19505600,2,5,"Check1",2
"Check1_2",25,22033800,1,2528200,0.12187603416675,19168968.503973,978789.767520518,0.0594720077770812,22033800,2,5,"Check1",2
"Check1_2",26,18712000,1,-3321800,-0.163412608713616,19864555.1028796,666243.491624836,0.0351318951672886,18712000,2,5,"Check1",2
"Check1_2",27,19451700,1,739700,0.038769440562077,20437187.4962492,547888.930330215,0.0241591918366012,19451700,2,5,"Check1",2
"Check1_2",28,16863900,1,-2587800,-0.142759227293856,21037804.3042666,592809.346068969,0.0241040180445358,16863900,2,5,"Check1",2
"Check1_2",29,23920500,1,7056600,0.3495605893239,21723498.5137324,698433.189353963,0.0290811617980889,23920500,2,5,"Check1",2
"Check1_2",30,22402900,1,-1517600,-0.0655454171070685,22394272.9902074,692641.811167238,0.0294611618954462,22402900,2,5,"Check1",2
"Check1_2",31,21746600,1,-656300,-0.0297329912908506,22997145.2660577,628597.396329843,0.0270800243843679,21746600,2,5,"Check1",2
"Check1_2",32,24038500,1,2291900,0.100199288237559,23489053.6814554,516974.009540286,0.0224579565398364,24038500,2,5,"Check1",2
"Check1_2",33,25074500,1,1036000,0.0421946817560901,23781843.7194633,305846.378765275,0.0133694765557911,25074500,2,5,"Check1",2
"Check1_2",34,24431400,1,-643100,-0.0259822032517825,23810078.5257917,16817.2418706511,0.000768290131408063,24431400,2,5,"Check1",2
"Check1_2",35,24455700,1,24300,0.000994127366985728,23572605.4114998,-283222.378481225,-0.012525920890767,24455700,2,5,"Check1",2
"Check1_2",36,23321000,1,-1134700,-0.0475090753753776,23115481.6379529,-545409.155245169,-0.0244210910344013,23321000,2,5,"Check1",2
"Check1_2",37,20899800,1,-2421200,-0.109614652662567,22528954.1873107,-721052.371287784,-0.0327758342383374,20899800,2,5,"Check1",2
"Check1_2",38,22214700,1,1314900,0.0610146423607721,21904063.7972238,-803529.845780592,-0.0371950337186982,22214700,2,5,"Check1",2
"Check1_2",39,22636700,1,422000,0.0188182510859273,21270973.6748477,-845477.037016753,-0.0398944273230047,22636700,2,5,"Check1",2
"Check1_2",40,20181700,1,-2455000,-0.11479622979278,20669786.0807914,-809202.198206561,-0.0388805772696723,20181700,2,5,"Check1",2
"Check1_2",41,21214400,1,1032700,0.0499039431774097,20194218.335637,-594778.697776494,-0.0292726862026028,21214400,2,5,"Check1",2
"Check1_2",42,17203700,1,-4010700,-0.209555719414029,19942312.530962,-143801.967336228,-0.00805649173986321,17203700,2,5,"Check1",2
"Check1_2",43,17853000,1,649300,0.0370470843665367,20020871.4324622,613518.959583253,0.0282329397622894,17853000,2,5,"Check1",2
"Check1_2",44,19928600,1,2075600,0.109984324566011,20413982.373788,1591876.04114632,0.0749933125291234,19928600,2,5,"Check1",2
"Check1_2",45,23995100,1,4066500,0.185693756939592,20985177.0000297,2669685.15874848,0.126153813502316,23995100,2,5,"Check1",2
"Check1_3",4,18.677,NA,NA,NA,-71376.1355165603,NA,NA,18.677,4,5,"Check1",3
"Check1_3",5,3541.96,1,3523.283,5.24514270489277,-34446.2378556613,-7316.29586017694,3.56081544986581,3541.96,4,5,"Check1",3
"Check1_3",6,38942.9,1,35400.94,2.39741622447798,6610.90847760464,15813.9191516465,2.65357951336592,38942.9,4,5,"Check1",3
"Check1_3",7,65201.7,1,26258.8,0.515389071492242,57554.5016305773,39770.003503263,1.84251959228359,65201.7,4,5,"Check1",3
"Check1_3",8,145035,1,79833.3,0.799489550391292,125692.752724632,66011.9073314133,1.20086530466082,145035,4,5,"Check1",3
"Check1_3",9,288650,1,143615,0.688239788903322,219061.373982442,95796.9130624755,0.743556191894827,288650,4,5,"Check1",3
"Check1_3",10,117153,1,-171497,-0.9017341086864,347063.857559936,131256.920424623,0.456369501960511,117153,4,5,"Check1",3
"Check1_3",11,610868,1,493715,1.65140012373134,519709.908368649,173577.837992472,0.305775306993923,610868,4,5,"Check1",3
"Check1_3",12,1410510,1,799642,0.836825723549549,740280.912601603,215695.100482582,0.217722765986424,1410510,4,5,"Check1",3
"Check1_3",13,1007800,1,-402710,-0.336181603854931,1019178.66839515,265799.612354923,0.163566125756841,1007800,4,5,"Check1",3
"Check1_3",15,1497650,2,244925,0.198063737835821,1896831.67768413,480025.037219756,0.158664699450182,1497650,4,5,"Check1",3
"Check1_3",17,3205450,2,853900,0.380477636598455,3441640.26016057,849760.808770717,0.210501887986324,3205450,4,5,"Check1",3
"Check1_3",18,4948740,1,1743290,0.434280512590949,4520431.87780984,1067079.00813467,0.227524269035439,4948740,4,5,"Check1",3
"Check1_3",19,5013030,1,64290,0.012907523980054,5821535.827961,1295369.08287284,0.233137193070034,5013030,4,5,"Check1",3
"Check1_3",20,6346895,1,1333865,0.235925194234799,7363306.6398111,1542796.31659764,0.232983731839246,6107090,4,5,"Check1",3
"Check1_3",20,6346895,1,1333865,0.235925194234799,7363306.6398111,1542796.31659764,0.232983731839246,6586700,4,5,"Check1",3
"Check1_3",21,8204480,1,1857585,0.256714629604748,9130249.30908723,1773951.23623665,0.226140603746362,8204480,4,5,"Check1",3
"Check1_3",22,14211100,1,6006620,0.549343002843982,11055526.1736652,1934075.67554255,0.209951504291653,14211100,4,5,"Check1",3
"Check1_3",23,10564200,1,-3646900,-0.296552422909127,13058385.777482,2009328.48473552,0.186291116875221,10564200,4,5,"Check1",3
"Check1_3",24,13583500,1,3019300,0.251384894403821,15139703.0525267,2090780.91639351,0.165895363470593,13583500,4,5,"Check1",3
"Check1_3",25,20585300,1,7001800,0.415721407952262,17226084.4805752,2097110.12458909,0.144763927700361,20585300,4,5,"Check1",3
"Check1_3",26,18746500,1,-1838800,-0.0935701605090371,19196624.3645547,1975969.81144623,0.120173986462869,18746500,4,5,"Check1",3
"Check1_3",27,20788500,1,2042000,0.103392880869467,21031748.1908725,1838634.08886166,0.0987458187704792,20788500,4,5,"Check1",3
"Check1_3",28,20518900,1,-269600,-0.0130535365669436,22723453.7823002,1697015.56104771,0.0814290943478928,20518900,4,5,"Check1",3
"Check1_3",29,27337700,1,6818800,0.286920289306172,24231667.6515596,1514642.86002935,0.0663517611583414,27337700,4,5,"Check1",3
"Check1_3",30,25491300,1,-1846400,-0.0699294844541989,25463473.1892766,1231827.3725286,0.0501425731537405,25491300,4,5,"Check1",3
"Check1_3",31,26606800,1,1115500,0.0428296047354324,26416806.6951366,947084.282297697,0.0359625702840155,26606800,4,5,"Check1",3
"Check1_3",32,28010700,1,1403900,0.0514197578190703,27119706.576957,691913.652686946,0.0244948426629257,28010700,4,5,"Check1",3
"Check1_3",33,27708200,1,-302500,-0.0108581817681062,27615061.453067,481342.750798448,0.0157833077820392,27708200,4,5,"Check1",3
"Check1_3",34,28342600,1,634400,0.0226375749074023,27979838.8499121,352236.41127936,0.0107317996898221,28342600,4,5,"Check1",3
"Check1_3",35,26606400,1,-1736200,-0.0632141848221449,28305382.4347274,320502.940378972,0.00958099799310698,26606400,4,5,"Check1",3
"Check1_3",36,27228400,1,622000,0.0231087578857962,28681707.0662161,385402.88473832,0.0120681025887578,27228400,4,5,"Check1",3
"Check1_3",37,29570000,1,2341600,0.0824997876270768,29128980.2254276,470846.668091624,0.0153080428100723,29570000,4,5,"Check1",3
"Check1_3",38,30019700,1,449700,0.0150934989532215,29604750.1496384,508182.373207515,0.0167927728992363,30019700,4,5,"Check1",3
"Check1_3",39,29868800,1,-150900,-0.00503937548430258,30073022.7866729,503629.067351622,0.0167320714276347,29868800,4,5,"Check1",3
"Check1_3",40,30587700,1,718900,0.0237835100328255,30514602.140282,472970.604410903,0.0157118687408673,30587700,4,5,"Check1",3
"Check1_3",41,30937400,1,349700,0.0113678406343225,30907365.5836549,408229.143381601,0.013529054072143,30937400,4,5,"Check1",3
"Check1_3",42,31772500,1,835100,0.0266353277736356,31230242.4561698,304093.08860801,0.0100628668353761,31772500,4,5,"Check1",3
"Check1_3",43,32373200,1,600700,0.0187297842443634,31468662.4048275,160533.29415569,0.00534819184903976,32373200,4,5,"Check1",3
"Check1_3",44,30958800,1,-1414400,-0.0446736317380243,31635528.975305,1998.56474349517,0.000177131789963768,30958800,4,5,"Check1",3
"Check1_3",45,31364100,1,405300,0.0130066384519955,31774615.6733059,-138481.706579862,-0.004410615621188,31364100,4,5,"Check1",3
"Check1_4",1,42402.5,NA,NA,NA,-60009.2519749744,NA,NA,42402.5,5,8,"Check1",4
"Check1_4",3,133753,2,45675.25,0.574393746333627,53810.0409538515,2951.81148936183,0.397517967161305,133753,5,8,"Check1",4
"Check1_4",4,146776,1,13023,0.0929127996453071,121071.51267267,32255.0932271197,0.371446819004948,146776,5,8,"Check1",4
"Check1_4",5,212892,1,66116,0.371877379790093,203373.138889707,63354.5997648766,0.351308465410552,212892,5,8,"Check1",4
"Check1_4",6,340198,1,127306,0.468742806183201,308605.390675355,97484.164760792,0.334743913704291,340198,5,8,"Check1",4
"Check1_4",7,458217,1,118019,0.297815069983745,445268.9642719,136041.41952397,0.318925431003346,458217,5,8,"Check1",4
"Check1_4",8,589530,1,131313,0.251982738234328,622818.166576821,181213.057039599,0.305085042615253,589530,5,8,"Check1",4
"Check1_4",9,819395,1,229865,0.329240653800495,851028.455693741,234487.423728666,0.294426059724255,819395,5,8,"Check1",4
"Check1_4",10,755641,1,-63754,-0.0809998673990003,1138702.36577305,295668.333279922,0.286644911857868,755641,5,8,"Check1",4
"Check1_4",11,1684210,1,928569,0.801485494446094,1491170.59055869,361325.312482289,0.279313411182042,1684210,5,8,"Check1",4
"Check1_4",12,2379860,1,695650,0.345745051290563,1904973.68697981,421380.400643212,0.263063915168136,2379860,5,8,"Check1",4
"Check1_4",13,1981880,1,-397980,-0.182995773253058,2382188.53304382,482315.062735537,0.242210918034301,1981880,5,8,"Check1",4
"Check1_4",14,3329530,1,1347650,0.518785263719121,2935743.43626625,556562.321306139,0.224309402440651,3329530,5,8,"Check1",4
"Check1_4",15,3594270,1,264740,0.0765097578584281,3573854.27814971,637911.132725342,0.206869840604942,3594270,5,8,"Check1",4
"Check1_4",16,3834720,1,240450,0.0647555096714131,4312405.79399716,734667.137489527,0.192133854303305,3834720,5,8,"Check1",4
"Check1_4",17,5770580,1,1935860,0.40867617497919,5167269.99906814,846062.674477069,0.179652661996441,5770580,5,8,"Check1",4
"Check1_4",18,7073960,1,1303380,0.203647840858936,6146057.17242761,961758.753316991,0.165860222016534,7073960,5,8,"Check1",4
"Check1_4",19,7969420,1,895460,0.119191280997848,7274723.59413491,1103313.79514305,0.153458990489637,7969420,5,8,"Check1",4
"Check1_4",20,7953930,1,-15490,-0.00194557111237554,8611312.01356396,1309313.44991269,0.147769607003083,7953930,5,8,"Check1",4
"Check1_4",21,6397180,1,-1556750,-0.217808877881398,10233405.8743169,1604607.64061352,0.152227378423476,6397180,5,8,"Check1",4
"Check1_4",22,10682000,1,4284820,0.512702813655673,12181656.8424865,1948400.02704383,0.16267094374133,10682000,5,8,"Check1",4
"Check1_4",23,17201800,1,6519800,0.476453947589069,14384571.3222795,2211664.95000284,0.165230858388076,17201800,5,8,"Check1",4
"Check1_4",24,18326700,1,1124900,0.0633449834039044,16725692.6197741,2344903.26804924,0.156208717895212,18326700,5,8,"Check1",4
"Check1_4",25,18562500,1,235800,0.0127844036523669,19161445.066601,2437710.17726769,0.143288711994407,18562500,5,8,"Check1",4
"Check1_4",26,16767300,1,-1795200,-0.101712855478889,21703478.8919926,2558602.23587791,0.132704772650312,16767300,5,8,"Check1",4
"Check1_4",27,23469800,1,6702500,0.336283927225764,24326773.4300898,2667184.61700315,0.124259008760479,23469800,5,8,"Check1",4
"Check1_4",28,26993400,1,3523600,0.139877903368678,26870440.6815489,2604881.03249703,0.111260428351803,26993400,5,8,"Check1",4
"Check1_4",29,33774900,1,6781500,0.224125531393608,29120860.2165844,2309530.51409304,0.0918925805771621,33774900,5,8,"Check1",4
"Check1_4",30,30438400,1,-3336500,-0.104012953877918,30891830.0444389,1811141.79442218,0.0678091833429326,30438400,5,8,"Check1",4
"Check1_4",31,35336500,1,4898100,0.149211454875436,32114365.2993382,1243381.00597865,0.0435917713127613,35336500,5,8,"Check1",4
"Check1_4",32,30242100,1,-5094400,-0.155681430724975,32758189.4238091,645229.064830303,0.0204088760690156,30242100,5,8,"Check1",4
"Check1_4",33,33269100,1,3027000,0.0953940449222112,32856663.7448241,84207.8236359166,2.31772704424292e-06,33269100,5,8,"Check1",4
"Check1_4",34,39400100,1,6131000,0.169139316104899,32401864.9205462,-496358.632879536,-0.0197070105295354,39400100,5,8,"Check1",4
"Check1_4",35,31283600,1,-8116500,-0.230674355802846,31425088.5189069,-1057188.05822569,-0.037808792013378,31283600,5,8,"Check1",4
"Check1_4",36,30069300,1,-1214300,-0.0395892808550398,30138795.4378553,-1389123.78862721,-0.0484022768640218,30069300,5,8,"Check1",4
"Check1_4",37,26706500,1,-3362800,-0.118597736242854,28796098.3019017,-1445682.55304252,-0.0499417319777087,26706500,5,8,"Check1",4
"Check1_4",38,23590400,1,-3116100,-0.124067131857736,27634069.7392173,-1242932.76176207,-0.0425910141809336,23590400,5,8,"Check1",4
"Check1_4",39,25443800,1,1853400,0.0756322487730986,26809919.2996824,-867922.43810288,-0.0291454214943143,25443800,5,8,"Check1",4
"Check1_4",40,25308800,1,-135000,-0.00531993704339539,26355092.908952,-458429.11200712,-0.0145981765456429,25308800,5,8,"Check1",4
"Check1_4",41,25998700,1,689900,0.0268943754284794,26233480.9205874,-81413.8520691431,-0.00131060096663725,25998700,5,8,"Check1",4
"Check1_4",42,26193800,1,195100,0.00747620477028486,26371915.9313258,232372.247274926,0.00964259764642442,26193800,5,8,"Check1",4
"Check1_4",43,27715700,1,1521900,0.056476298092091,26683385.9697188,477733.357668772,0.0180958632314983,27715700,5,8,"Check1",4
"Check1_4",44,27840200,1,124500,0.00448197971464444,27081408.9769425,662066.65309871,0.0243212632325665,27840200,5,8,"Check1",4
"Check1_4",45,28170800,1,330600,0.0118049611426111,27509682.2345566,820091.094311839,0.0295885078825213,28170800,5,8,"Check1",4
"Check1_5",3,11637,NA,NA,NA,-200014.316056224,NA,NA,11637,6,2,"Check1",5
"Check1_5",4,21803.8,1,10166.8,0.62789458940515,-137748.744349773,-64209.0803990786,0.871084427540263,21803.8,6,2,"Check1",5
"Check1_5",5,63083.7,1,41279.9,1.0623781495189,-64658.4201941477,-3667.61625819553,0.81833556360759,63083.7,6,2,"Check1",5
"Check1_5",6,146945,1,83861.3,0.845595951057431,35885.8544773848,60958.3795380781,0.755476806919347,146945,6,2,"Check1",5
"Check1_5",7,332129,1,185184,0.81546508055829,186432.979403383,135440.325628142,0.681273127112038,332129,6,2,"Check1",5
"Check1_5",8,565600,1,233471,0.532363666916648,414966.959434349,227098.286915247,0.600629946478875,565600,6,2,"Check1",5
"Check1_5",9,909893,1,344293,0.475439895597596,755868.570645199,345151.831856605,0.523102792287612,909893,6,2,"Check1",5
"Check1_5",10,1169030,1,259137,0.250602613922616,1250352.54338491,499438.49615092,0.456692066550022,1169030,6,2,"Check1",5
"Check1_5",11,1723970,1,554940,0.388455425577546,1944828.7172983,697825.555060686,0.405533749865254,1723970,6,2,"Check1",5
"Check1_5",12,2882340,1,1158370,0.513972693550429,2882735.41819528,938984.937161533,0.366363498369082,2882340,6,2,"Check1",5
"Check1_5",13,3093920,1,211580,0.0708364310717316,4100195.12554843,1216656.70982023,0.334862837911555,3093920,6,2,"Check1",5
"Check1_5",14,5788260,1,2694340,0.626392832965421,5624042.30251702,1522358.37720428,0.309295592431644,5788260,6,2,"Check1",5
"Check1_5",15,7063360,1,1275100,0.199089130685145,7451831.86020539,1825686.08684715,0.282990422428693,7063360,6,2,"Check1",5
"Check1_5",16,9019710,1,1956350,0.244491323810922,9575555.99698326,2122351.72598974,0.256947746422701,9019710,6,2,"Check1",5
"Check1_5",17,11287800,1,2268090,0.224310313681371,11972465.1005817,2398081.9617458,0.231902564261821,11287800,6,2,"Check1",5
"Check1_5",18,15051100,1,3763300,0.287728581761957,14594840.1657599,2627426.59395538,0.207415663898671,15051100,6,2,"Check1",5
"Check1_5",19,16774400,1,1723300,0.108402836481936,17373445.1567683,2788656.65962607,0.183358220691734,16774400,6,2,"Check1",5
"Check1_5",20,17966053.3333333,1,1191653.33333333,0.0686301366659755,20243177.5453581,2887947.12477923,0.161590738946675,9911560,6,2,"Check1",5
"Check1_5",20,17966053.3333333,1,1191653.33333333,0.0686301366659755,20243177.5453581,2887947.12477923,0.161590738946675,22248600,6,2,"Check1",5
"Check1_5",20,17966053.3333333,1,1191653.33333333,0.0686301366659755,20243177.5453581,2887947.12477923,0.161590738946675,21738000,6,2,"Check1",5
"Check1_5",21,22423600,1,4457546.66666667,0.221629924299835,23107003.0827551,2891344.04962824,0.141372664412658,22423600,6,2,"Check1",5
"Check1_5",22,27477300,1,5053700,0.203246233579164,25789133.7348984,2712562.58919622,0.118911782145346,27477300,6,2,"Check1",5
"Check1_5",23,30682700,1,3205400,0.110338768590077,28088603.5532904,2322826.17644434,0.093016915578376,30682700,6,2,"Check1",5
"Check1_5",24,30505900,1,-176800,-0.00577887031324246,29870087.6703578,1791645.44681734,0.066115222788507,30505900,6,2,"Check1",5
"Check1_5",25,32407700,1,1901800,0.0604759413552515,31094501.0955919,1221015.01618205,0.0413139554227216,32407700,6,2,"Check1",5
"Check1_5",26,32967900,1,560200,0.0171383119036011,31771577.1813471,660354.7248079,0.0196290516572419,32967900,6,2,"Check1",5
"Check1_5",27,33824700,1,856800,0.0256569440503618,31964724.7983769,164585.405441015,0.00209715296818075,33824700,6,2,"Check1",5
"Check1_5",28,32825400,1,-999300,-0.0299886988893383,31797620.7734565,-203311.233100856,-0.00997344543739971,32825400,6,2,"Check1",5
"Check1_5",29,28501600,1,-4323800,-0.14124237989891,31467162.6647354,-364740.351768503,-0.0146766926300685,28501600,6,2,"Check1",5
"Check1_5",30,28923400,1,421800,0.014690730029066,31193060.8155462,-294729.69579917,-0.0116280323101389,28923400,6,2,"Check1",5
"Check1_5",31,29908700,1,985300,0.0334984518940375,31095699.7358573,-100806.720991361,-0.00460533696059278,29908700,6,2,"Check1",5
"Check1_5",32,30540000,1,631300,0.0208878918177115,31195240.9792586,109516.115021257,0.00275570802573602,30540000,6,2,"Check1",5
"Check1_5",33,31572000,1,1032000,0.0332333520556697,31453737.5737956,275172.847170337,0.00845725654631453,31572000,6,2,"Check1",5
"Check1_5",34,32369500,1,797500,0.0249459695717116,31805291.9590327,367770.141309189,0.0116271974299499,32369500,6,2,"Check1",5
"Check1_5",35,32687600,1,318100,0.0097791796760171,32186905.0545818,392015.451302412,0.0124795353116119,32687600,6,2,"Check1",5
"Check1_5",36,32543100,1,-144500,-0.00443043647739478,32557367.5927743,372594.911794662,0.0118550345694575,32543100,6,2,"Check1",5
"Check1_5",37,33407000,1,863900,0.0262000942454924,32894812.2410104,331008.088932726,0.0104799120556189,33407000,6,2,"Check1",5
