"genotype","DAP","Digital.biomass","DAP.diffs","Digital.biomass.AGR","Digital.biomass.RGR","Digital.biomass.smooth","Digital.biomass.AGR.smooth","Digital.biomass.RGR.smooth","Digital.biomass","col","row","line","rep"
"Check1_9",45,32607600,1,779300,0.0241895589029083,31132609.3255873,505399.353302,0.0164994852032985,32607600,11,11,"Check1",9
"Check2_1",6,624.37,NA,NA,NA,-89388.0161210337,NA,NA,624.37,1,4,"Check2",1
"Check2_1",7,8274.68,1,7650.31,2.58421238743992,-31351.4701190064,-3191.08816861855,1.87671806999438,8274.68,1,4,"Check2",1
"Check2_1",8,19218.5,1,10943.82,0.842673106971572,32558.2084809011,29356.0437185091,1.50955448010011,19218.5,1,4,"Check2",1
"Check2_1",9,122628,1,103409.5,1.85328202562597,109686.940107823,62426.8595867632,1.18255280040031,122628,1,4,"Check2",1
"Check2_1",10,45704.7,1,-76923.3,-0.986954245167111,207371.01366151,96176.7628739692,0.913425226620187,45704.7,1,4,"Check2",1
"Check2_1",11,308957,1,263252.3,1.91100097138728,331702.027742726,130457.843953679,0.721269724958267,308957,1,4,"Check2",1
"Check2_1",12,726209,1,417252,0.854635743545287,482113.409065801,159291.440058904,0.56064096981875,726209,1,4,"Check2",1
"Check2_1",13,811201,1,84992,0.110678013394249,657949.344122466,183615.028416374,0.421555524397336,811201,1,4,"Check2",1
"Check2_1",14,1158520,1,347319,0.356382741848703,869777.064071103,216337.817294874,0.317078971181033,1158520,1,4,"Check2",1
"Check2_1",15,1316790,1,158270,0.128053628299811,1139769.7100861,270293.550555809,0.250042695776934,1316790,1,4,"Check2",1
"Check2_1",16,1116390,1,-200400,-0.165096691467193,1505154.97067015,361841.641189211,0.220196710570581,1116390,1,4,"Check2",1
"Check2_1",17,2128410,1,1012020,0.645274956817049,2009331.04419563,497479.633918665,0.217936285745927,2128410,1,4,"Check2",1
"Check2_1",18,3569200,1,1440790,0.51696625894985,2682917.66804102,662953.196810181,0.219766290685893,3569200,1,4,"Check2",1
"Check2_1",19,3473760,1,-95440,-0.0271039002400691,3566396.87332676,869538.292714267,0.220403686026354,3473760,1,4,"Check2",1
"Check2_1",20,3214325,1,-259435,-0.0776201985011976,4736475.79704833,1158411.92398345,0.229931057963613,3206210,1,4,"Check2",1
"Check2_1",20,3214325,1,-259435,-0.0776201985011976,4736475.79704833,1158411.92398345,0.229931057963613,3222440,1,4,"Check2",1
"Check2_1",21,4812250,1,1597925,0.403547367910015,6259672.98679641,1520232.01238177,0.247195617915311,4812250,1,4,"Check2",1
"Check2_1",22,8505790,1,3693540,0.569582357858861,8125177.51468108,1872023.0757734,0.256206864016059,8505790,1,4,"Check2",1
"Check2_1",23,9555080,1,1049290,0.116325842165519,10251910.7195596,2138820.14818578,0.248063730230048,9555080,1,4,"Check2",1
"Check2_1",24,12405100,1,2850020,0.261034728139904,12552552.4060542,2316161.15790162,0.228219416219354,12405100,1,4,"Check2",1
"Check2_1",25,15656500,1,3251400,0.232778487844631,14913868.7323117,2377010.79644961,0.200085233556761,15656500,1,4,"Check2",1
"Check2_1",26,17670100,1,2013600,0.120987779403633,17217106.6863826,2315908.78020914,0.167437685419146,17670100,1,4,"Check2",1
"Check2_1",27,18989200,1,1319100,0.0719964508761614,19376732.5922638,2169270.23468755,0.135369361920622,18989200,1,4,"Check2",1
"Check2_1",28,21519800,1,2530600,0.125103045068783,21329182.2433701,1960200.02928752,0.106542513607158,21519800,1,4,"Check2",1
"Check2_1",29,25119400,1,3599600,0.15466701439432,23001677.2135383,1676610.56693803,0.0804600186992978,25119400,1,4,"Check2",1
"Check2_1",30,22387800,1,-2731600,-0.115124288332365,24346668.9613963,1344052.83824306,0.0575799100419636,22387800,1,4,"Check2",1
"Check2_1",31,27644800,1,5257000,0.210921477550373,25384646.8913562,1035219.1522028,0.0399679838994769,27644800,1,4,"Check2",1
"Check2_1",32,25152800,1,-2492000,-0.0944684228256756,26100896.9078311,708506.847061196,0.0246763839626929,25152800,1,4,"Check2",1
"Check2_1",33,28185900,1,3033100,0.113852630545633,26543006.4191935,430504.267283719,0.0131694536388886,28185900,1,4,"Check2",1
"Check2_1",34,25523400,1,-2662500,-0.0992261744598449,26759566.0972848,200431.321706547,0.00460054979502143,25523400,1,4,"Check2",1
"Check2_1",35,26719000,1,1195600,0.0457792443758652,26843733.2044392,66535.4146453322,0.000149547571149478,26719000,1,4,"Check2",1
"Check2_1",36,26653000,1,-66000,-0.00247320818564673,26853864.0942677,-9769.7949386053,-0.00202981934707826,26653000,1,4,"Check2",1
"Check2_1",37,26118000,1,-535000,-0.0202769828345437,26828722.7778255,-49034.2427779382,-0.00290144548098629,26118000,1,4,"Check2",1
"Check2_1",38,26739500,1,621500,0.0235171411218529,26790475.4275344,-67132.9361516354,-0.00313276744931376,26739500,1,4,"Check2",1
"Check2_1",39,26498600,1,-240900,-0.00904997151213483,26729906.4663607,-94691.7898376218,-0.00387837755297093,26498600,1,4,"Check2",1
"Check2_1",40,27639500,1,1140900,0.0421540076028781,26626206.0359089,-138478.183693797,-0.00534807397869586,27639500,1,4,"Check2",1
"Check2_1",41,27387400,1,-252100,-0.00916285539666897,26458911.1759929,-189790.836394547,-0.00715366171972724,27387400,1,4,"Check2",1
"Check2_1",42,25057500,1,-2329900,-0.0889098696972587,26255719.8659601,-184786.305167046,-0.00685328556932743,25057500,1,4,"Check2",1
"Check2_1",43,25626800,1,569300,0.0224654949771397,26080130.1686724,-72114.662053713,-0.00248228505801499,25626800,1,4,"Check2",1
"Check2_1",44,25605300,1,-21500,-0.000839317586518832,25951831.6199461,109687.681655727,0.00449440040388099,25605300,1,4,"Check2",1
"Check2_1",45,26456400,1,851100,0.0326987337012934,25856500.4566947,325411.109496151,0.0127540626298714,26456400,1,4,"Check2",1
"Check2_2",6,89.119,NA,NA,NA,-146291.150395946,NA,NA,89.119,2,6,"Check2",2
"Check2_2",7,805.968,1,716.849,2.20207148419506,-72174.3898793587,-24730.0513035839,2.47497502152341,805.968,2,6,"Check2",2
"Check2_2",8,16373.8,1,15567.832,3.01139373589019,11579.752410551,27726.9470968755,2.07466178787345,16373.8,2,6,"Check2",2
"Check2_2",9,76056.6,1,59682.8,1.53579530355628,117618.042569992,81760.9092053899,1.66646560470507,76056.6,2,6,"Check2",2
"Check2_2",10,165544,1,89487.4,0.777759220559965,259099.474277706,138155.31321753,1.28312378051354,165544,2,6,"Check2",2
"Check2_2",11,391023,1,225479,0.859529361275214,446599.241237381,196020.637197369,0.956333437347734,391023,2,6,"Check2",2
"Check2_2",12,937878,1,546855,0.874853494796547,685914.571784636,252363.566086349,0.692540635966545,937878,2,6,"Check2",2
"Check2_2",13,1036670,1,98792,0.100149055352796,982189.763394371,308266.871995942,0.490224971773579,1036670,2,6,"Check2",2
"Check2_2",14,1712130,1,675460,0.501724556464158,1350780.55686987,376027.836909877,0.350604657129783,1712130,2,6,"Check2",2
"Check2_2",15,2285700,1,573570,0.288934113748831,1815455.09321297,465183.490911807,0.261107099011949,2285700,2,6,"Check2",2
"Check2_2",16,2454870,1,169170,0.0714014835226565,2419948.20782117,597591.14306903,0.211892541588368,2454870,2,6,"Check2",2
"Check2_2",17,3283310,1,828440,0.290778253204058,3231080.49088356,798533.063007942,0.194490385723168,3283310,2,6,"Check2",2
"Check2_2",18,4815210,1,1531900,0.382927598114553,4322372.84216934,1075592.9475109,0.195508171246446,4815210,2,6,"Check2",2
"Check2_2",19,4950570,1,135360,0.0277230634601197,5774802.08338288,1438010.31678899,0.20640473403678,4950570,2,6,"Check2",2
"Check2_2",20,5320040,1,369470,0.0719781006559558,7681533.31840799,1901272.80758476,0.226136251962204,5320040,2,6,"Check2",2
"Check2_2",21,8433590,1,3113550,0.460741719262565,10083394.7816285,2410302.36621433,0.246003940446241,8433590,2,6,"Check2",2
"Check2_2",22,13183000,1,4749410,0.446705579390988,12900387.1137888,2834491.52944035,0.250787086195228,13183000,2,6,"Check2",2
"Check2_2",23,19745400,1,6562400,0.403992432050822,15964553.6889093,3079116.9650565,0.235379870501221,19745400,2,6,"Check2",2
"Check2_2",24,16563400,1,-3182000,-0.175725110933916,19140953.6199883,3182363.82619744,0.207770896074983,16563400,2,6,"Check2",2
"Check2_2",25,22859500,1,6296100,0.322171343968758,22424833.1540961,3289083.30702836,0.18142340435835,22859500,2,6,"Check2",2
"Check2_2",26,23985200,1,1125700,0.0480701876026893,25749492.2136402,3330878.5735096,0.156035882504176,23985200,2,6,"Check2",2
"Check2_2",27,31052100,1,7066900,0.258229465478546,29021959.6220518,3278486.6936075,0.132126809720228,31052100,2,6,"Check2",2
"Check2_2",28,32419000,1,1366900,0.0430782317317669,32102609.2155501,3079668.03232578,0.108352309463861,32419000,2,6,"Check2",2
"Check2_2",29,38023300,1,5604300,0.159454459042129,34919539.0177713,2808508.93821965,0.0870938991251527,38023300,2,6,"Check2",2
"Check2_2",30,34573100,1,-3450200,-0.0951232066764994,37465599.2342584,2535875.77000589,0.0700229213835495,34573100,2,6,"Check2",2
"Check2_2",31,38287100,1,3714000,0.102037101790279,39833513.6643852,2372029.09397822,0.0594814111991928,38287100,2,6,"Check2",2
"Check2_2",32,38868800,1,581700,0.0150788474192759,42014401.5547034,2204633.20778757,0.0516788666244629,38868800,2,6,"Check2",2
"Check2_2",33,47064400,1,8195600,0.191325004341459,43875582.6009447,1896438.60026018,0.0424775536307619,47064400,2,6,"Check2",2
"Check2_2",34,45841200,1,-1223200,-0.0263336265168237,45173363.375932,1322846.85047017,0.028238716662851,45841200,2,6,"Check2",2
"Check2_2",35,45977900,1,136700,0.00297759618640132,45768369.3200278,595571.744071363,0.0109897785922548,45977900,2,6,"Check2",2
"Check2_2",36,47374300,1,1396400,0.0299190413071161,45582686.2273403,-222658.541999433,-0.00811651803497032,47374300,2,6,"Check2",2
"Check2_2",37,51118600,1,3744300,0.0760685355849555,44571772.0482284,-1100110.68858614,-0.0284725479354224,51118600,2,6,"Check2",2
"Check2_2",38,41653500,1,-9465100,-0.204763024457119,42832095.8510112,-1883206.31808804,-0.0466810144898825,41653500,2,6,"Check2",2
"Check2_2",39,38731200,1,-2922300,-0.0727399219154561,40731940.028173,-2267497.86452577,-0.0559922691760922,38731200,2,6,"Check2",2
"Check2_2",40,37008100,1,-1723100,-0.0455086691763212,38637741.3679984,-2242246.61115338,-0.0557755434087417,37008100,2,6,"Check2",2
"Check2_2",41,33384000,1,-3624100,-0.103060064314642,36806365.9009608,-1905217.74134901,-0.0478076578005651,33384000,2,6,"Check2",2
"Check2_2",42,33846000,1,462000,0.0137440806966425,35373722.1680798,-1357433.37555493,-0.0342104243957026,33846000,2,6,"Check2",2
"Check2_2",43,34546000,1,7e+05,0.0204709452851987,34304939.9132104,-750951.044133725,-0.0189359679978059,34546000,2,6,"Check2",2
"Check2_2",44,33999100,1,-546900,-0.0159577155935188,33470996.3927476,-159088.944571943,-0.00395945076862454,33999100,2,6,"Check2",2
"Check2_2",45,34389800,1,390700,0.0114259551056074,32742540.5134305,426050.713510433,0.0109169785804485,34389800,2,6,"Check2",2
"Check2_3",4,3066.32,NA,NA,NA,-176661.016602663,NA,NA,3066.32,4,10,"Check2",3
"Check2_3",5,52611.5,1,49545.18,2.84245658150733,-24582.4204245233,42237.0350777199,1.8940714854099,52611.5,4,10,"Check2",3
"Check2_3",6,134958,1,82346.5,0.942028891896159,137723.134777125,100221.39009188,1.46226880216029,134958,4,10,"Check2",3
"Check2_3",7,231443,1,96485,0.539370003984501,323194.006221807,158459.69644418,1.08095558488659,231443,4,10,"Check2",3
"Check2_3",8,574614,1,343171,0.909364888117151,544541.969376491,215903.214808092,0.775005606407339,574614,4,10,"Check2",3
"Check2_3",9,693817,1,119203,0.188509725950135,811468.257556734,270146.297675187,0.544359788472674,693817,4,10,"Check2",3
"Check2_3",10,822533,1,128716,0.170180366441222,1132890.09560111,321684.007179403,0.385466924883325,822533,4,10,"Check2",3
"Check2_3",11,1835300,1,1012767,0.802574631449201,1511079.07726983,364470.226513051,0.280075594592376,1835300,4,10,"Check2",3
"Check2_3",12,2721870,1,886570,0.394111188205753,1939132.15896753,389761.23025022,0.203141802502484,2721870,4,10,"Check2",3
"Check2_3",13,2249100,1,-472770,-0.190789007893053,2425809.94461044,417118.54805285,0.149811224714557,2249100,4,10,"Check2",3
"Check2_3",15,3232780,2,491840,0.181406155990261,3726836.1886354,594606.538139814,0.120061569648872,3232780,4,10,"Check2",3
"Check2_3",17,6338890,2,1553055,0.336680613040588,5680072.63539392,937633.157573533,0.137201319732944,6338890,4,10,"Check2",3
"Check2_3",18,7023480,1,684590,0.102555147444972,6946835.14648997,1160190.73506977,0.146508790582468,7023480,4,10,"Check2",3
"Check2_3",19,6612590,1,-410890,-0.0602834140238534,8453015.15735645,1433523.54826406,0.15721323357112,6612590,4,10,"Check2",3
"Check2_3",20,9287290,1,2674700,0.339671391074099,10231394.0068789,1744474.50245191,0.169938836482838,10033900,4,10,"Check2",3
"Check2_3",20,9287290,1,2674700,0.339671391074099,10231394.0068789,1744474.50245191,0.169938836482838,8540680,4,10,"Check2",3
"Check2_3",21,8192470,1,-1094820,-0.125431359053648,12241863.3264107,2012210.55727268,0.17803254619439,8192470,4,10,"Check2",3
"Check2_3",22,16356500,1,8164030,0.691409932158364,14358826.0724465,2144017.57124171,0.176400551410404,16356500,4,10,"Check2",3
"Check2_3",23,19059200,1,2702700,0.152924552770823,16322476.9408952,1993438.85797577,0.15475760390641,19059200,4,10,"Check2",3
"Check2_3",24,19923300,1,864100,0.0443399764590695,17932214.8398914,1626000.72813813,0.119977449088809,19923300,4,10,"Check2",3
"Check2_3",25,20862700,1,939400,0.0460729744342793,19119666.5244039,1186193.19857875,0.0831434666405494,20862700,4,10,"Check2",3
"Check2_3",26,18695300,1,-2167400,-0.109690720149059,19926597.720417,793226.885354873,0.0520029844705477,18695300,4,10,"Check2",3
"Check2_3",27,20993100,1,2297800,0.115921656931699,20463261.0330091,520391.411436603,0.0305414996880511,20993100,4,10,"Check2",3
"Check2_3",28,18780200,1,-2212900,-0.11139068895276,20816348.2000331,340147.673471523,0.0168939639001196,18780200,4,10,"Check2",3
"Check2_3",29,21601700,1,2821500,0.139968891946176,21062465.6453164,240716.832735163,0.00970760307676593,21601700,4,10,"Check2",3
"Check2_3",30,21097200,1,-504500,-0.0236316850422418,21215500.1356541,152977.612799862,0.00471570207251619,21097200,4,10,"Check2",3
"Check2_3",31,21334800,1,237600,0.0111992120737822,21289417.9200825,77418.4885933729,0.00121775733904531,21334800,4,10,"Check2",3
"Check2_3",32,20003100,1,-1331700,-0.0644522807856571,21299156.7545579,15532.6393258355,-0.00122841217596039,20003100,4,10,"Check2",3
"Check2_3",33,21339400,1,1336300,0.0646678677219237,21248768.8918773,-44458.651703754,-0.00356704803553284,21339400,4,10,"Check2",3
"Check2_3",34,21376000,1,36600,0.00171366808957932,21097574.3247901,-151987.905715436,-0.00845192508741352,21376000,4,10,"Check2",3
"Check2_3",35,22521700,1,1145700,0.0522104915228513,20799115.7705508,-313798.008795479,-0.016386237236629,22521700,4,10,"Check2",3
"Check2_3",36,20221400,1,-2300300,-0.107737839303783,20332820.9466809,-501583.362854973,-0.0261424590618963,20221400,4,10,"Check2",3
"Check2_3",37,18621400,1,-1600000,-0.0824299925809311,19740643.1716193,-645669.873440104,-0.0345073570555901,18621400,4,10,"Check2",3
"Check2_3",38,18893300,1,271900,0.0144959048696865,19065916.5898502,-741780.261316453,-0.0412561455728466,18893300,4,10,"Check2",3
"Check2_3",39,17560100,1,-1333200,-0.073178078910483,18309799.0043445,-830595.476995991,-0.0482893548712286,17560100,4,10,"Check2",3
"Check2_3",40,19810900,1,2250800,0.120603008327102,17450820.9636868,-927364.050419087,-0.0560374180042341,19810900,4,10,"Check2",3
"Check2_3",41,16172800,1,-3638100,-0.202901472506994,16460266.0553184,-1026137.54256566,-0.063639309654031,16172800,4,10,"Check2",3
"Check2_3",42,16171500,1,-1300,-8.03851065381039e-05,15383899.8552663,-1027068.64762309,-0.0649279045497245,16171500,4,10,"Check2",3
"Check2_3",43,12390700,1,-3780800,-0.266304242444858,14285105.2433085,-891458.839569796,-0.056827324171942,12390700,4,10,"Check2",3
"Check2_3",44,12171300,1,-219400,-0.0178654698764049,13235904.6912309,-594113.488673906,-0.0371246935011971,12171300,4,10,"Check2",3
"Check2_3",45,13395500,1,1224200,0.095838108316997,12238733.8562473,-209147.794842203,-0.0109769087635855,13395500,4,10,"Check2",3
"Check2_4",1,81305.1,NA,NA,NA,-29826.9544292382,NA,NA,81305.1,5,11,"Check2",4
"Check2_4",3,217430,2,68062.45,0.49183410721669,172649.074163751,52080.1768016141,0.401899027985589,217430,5,11,"Check2",4
"Check2_4",4,274735,1,57305,0.233930037059955,284852.152443325,82694.6393160497,0.371519414546291,274735,5,11,"Check2",4
"Check2_4",5,387534,1,112799,0.343996590172865,411520.623091688,113843.506048677,0.344186920739706,387534,5,11,"Check2",4
"Check2_4",6,564917,1,177383,0.376875230820535,558167.520409559,145283.279186095,0.318774470874839,564917,5,11,"Check2",4
"Check2_4",7,771623,1,206706,0.311817271077769,729669.335959371,176789.506636661,0.293548359357242,771623,5,11,"Check2",4
"Check2_4",8,1109250,1,337627,0.362943301480928,931190.443090865,209329.491047887,0.268673591507533,1109250,5,11,"Check2",4
"Check2_4",9,1260390,1,151140,0.127737085603417,1170151.96309941,245990.290533606,0.246021009541577,1260390,5,11,"Check2",4
"Check2_4",10,1128200,1,-132190,-0.11079775455656,1459385.23057029,293259.06137641,0.229564394612699,1128200,5,11,"Check2",4
"Check2_4",11,2452540,1,1324340,0.776500779888507,1813056.69979292,352500.200243005,0.21783003698814,2452540,5,11,"Check2",4
"Check2_4",12,3138620,1,686080,0.246658990657825,2241504.72855768,418804.532459945,0.202350800858465,3138620,5,11,"Check2",4
"Check2_4",13,2351380,1,-787240,-0.288780823025889,2775080.62246747,515540.745835893,0.189364765067842,2351380,5,11,"Check2",4
"Check2_4",14,3606600,1,1255220,0.427763110446852,3468516.60770199,671681.739973843,0.18706246604654,3606600,5,11,"Check2",4
"Check2_4",15,3694530,1,87930,0.0240878471012064,4372296.92488649,883121.618991872,0.191287862057045,3694530,5,11,"Check2",4
"Check2_4",16,4731520,1,1036990,0.247393156554303,5533407.11321531,1147593.00667262,0.200306545888882,4731520,5,11,"Check2",4
"Check2_4",17,5864070,1,1132550,0.214597397810761,6977212.65932961,1442287.21834356,0.209488740921802,5864070,5,11,"Check2",4
"Check2_4",18,7527550,1,1663480,0.249725721905912,8697073.59481438,1732688.9973057,0.214407437327078,7527550,5,11,"Check2",4
"Check2_4",19,10074600,1,2547050,0.291447781148125,10645210.4045626,1973530.2757471,0.211413460853093,10074600,5,11,"Check2",4
"Check2_4",20,13112300,1,3037700,0.263533316173207,12733096.772585,2119438.01795346,0.198572363333232,13112300,5,11,"Check2",4
"Check2_4",21,16033600,1,2921300,0.201135799337379,14852525.3195252,2148850.75729987,0.177134965750699,16033600,5,11,"Check2",4
"Check2_4",22,16213200,1,179600,0.0111392049498493,16908912.6363509,2078229.9397975,0.151108606418523,16213200,5,11,"Check2",4
"Check2_4",23,20980100,1,4766900,0.257748644129248,18835935.2416601,1940052.92658077,0.124661520152872,20980100,5,11,"Check2",4
"Check2_4",24,20320100,1,-660000,-0.03196382544301,20570682.256138,1736423.60705435,0.0989044491488732,20320100,5,11,"Check2",4
"Check2_4",25,23442000,1,3121900,0.142918741342974,22099171.4981819,1522710.66041279,0.0769370608651783,23442000,5,11,"Check2",4
"Check2_4",26,19877900,1,-3564100,-0.16492072345502,23423280.088981,1315061.66667288,0.0593948746928663,19877900,5,11,"Check2",4
"Check2_4",27,29374400,1,9496500,0.390514984877836,24555056.4065558,1123127.18420812,0.0462296177626268,29374400,5,11,"Check2",4
"Check2_4",28,23964500,1,-5409900,-0.20354997808951,25455026.2562445,883967.960249291,0.0336913072949522,23964500,5,11,"Check2",4
"Check2_4",29,27032600,1,3068100,0.120469976447321,26175099.8978022,704130.955109056,0.0249823532977485,27032600,5,11,"Check2",4
"Check2_4",30,25375200,1,-1657400,-0.0632712259773251,26765249.5825796,580449.815877621,0.0194344923070096,25375200,5,11,"Check2",4
"Check2_4",31,24748600,1,-626600,-0.0250033973460529,27279024.9309708,516959.722789582,0.0168568657529025,24748600,5,11,"Check2",4
"Check2_4",32,28660000,1,3911400,0.146733500641789,27723643.6701796,459052.354278735,0.0149557203025755,28660000,5,11,"Check2",4
"Check2_4",33,29883100,1,1223100,0.0417906808097452,28038544.3939296,326618.616341895,0.0105387273252799,29883100,5,11,"Check2",4
"Check2_4",34,30407100,1,524000,0.017383030564814,28182790.5915042,142383.040570772,0.00432986868700857,30407100,5,11,"Check2",4
"Check2_4",35,25978900,1,-4428200,-0.157391463690245,28182938.6816214,-14760.545060011,-0.000904290871375636,25978900,5,11,"Check2",4
"Check2_4",36,30090400,1,4111500,0.146921513922232,28120278.8160554,-80929.6343362809,-0.0029479741223717,30090400,5,11,"Check2",4
"Check2_4",37,26498200,1,-3592200,-0.127129377849672,28046395.2131888,-91515.0673850844,-0.0030997355212568,26498200,5,11,"Check2",4
"Check2_4",38,26465500,1,-32700,-0.00123480814803151,28039406.3707015,-14585.0844915028,-0.000233404860413051,26465500,5,11,"Check2",4
"Check2_4",39,27163500,1,698000,0.0260321623585019,28140267.2728699,107178.728893018,0.00414097419853408,27163500,5,11,"Check2",4
"Check2_4",40,29213000,1,2049500,0.0727396553117634,28333441.9489856,208549.627831947,0.00771091920073359,29213000,5,11,"Check2",4
"Check2_4",41,28447900,1,-765100,-0.0265394715394193,28573912.8237917,255997.902759824,0.00931183852495277,28447900,5,11,"Check2",4
"Check2_4",42,29399900,1,952000,0.0329169288385931,28832166.5341892,268572.954467179,0.00964578035153592,29399900,5,11,"Check2",4
"Check2_4",43,29627300,1,227400,0.00770496059418382,29084707.9632161,253438.787526287,0.00899497743373721,29627300,5,11,"Check2",4
"Check2_4",44,28960700,1,-666600,-0.0227564950763775,29325260.851311,230570.698727868,0.00806666567981312,28960700,5,11,"Check2",4
"Check2_4",45,29543900,1,583200,0.0199375542664003,29562759.3371524,217538.569349245,0.00747187103379267,29543900,5,11,"Check2",4
"Check2_5",1,3290.88,NA,NA,NA,-124065.651587675,NA,NA,3290.88,6,11,"Check2",5
"Check2_5",3,49110.1,2,22909.61,1.35145485503948,-18848.078577915,-10366.201427525,0.90849980022764,49110.1,6,11,"Check2",5
"Check2_5",4,71388.9,1,22278.8,0.374077678780923,46432.9311756658,25125.7690138959,0.767537272546158,71388.9,6,11,"Check2",5
"Check2_5",5,127576,1,56187.1,0.580569870370504,129164.071965775,62108.4660917442,0.643730998626823,127576,6,11,"Check2",5
"Check2_5",6,229470,1,101894,0.587060036556213,237638.799197445,101941.512505998,0.541827088488721,229470,6,11,"Check2",5
"Check2_5",7,321609,1,92139,0.337564219985979,380217.123759462,145783.071837037,0.462023869108195,321609,6,11,"Check2",5
"Check2_5",8,410054,1,88445,0.242952336354916,564664.913448513,194339.601582607,0.404473208394026,410054,6,11,"Check2",5
"Check2_5",9,733125,1,323071,0.581027361064961,796205.055635565,245889.841677887,0.364673392714804,733125,6,11,"Check2",5
"Check2_5",10,713103,1,-20022,-0.0276903493987385,1075318.55437188,295678.91445864,0.333918798630237,713103,6,11,"Check2",5
"Check2_5",11,1737880,1,1024777,0.890795388553457,1397566.16825188,338105.785755304,0.306110911304917,1737880,6,11,"Check2",5
"Check2_5",12,2771570,1,1033690,0.466747967059449,1750993.23012008,363769.033411946,0.270239619942246,2771570,6,11,"Check2",5
"Check2_5",13,2085530,1,-686040,-0.284390927048813,2136578.05862531,386769.87109955,0.231778858681769,2085530,6,11,"Check2",5
"Check2_5",14,3085990,1,1000460,0.391849493904061,2583315.04008942,438607.738796533,0.202680088427673,3085990,6,11,"Check2",5
"Check2_5",15,3675760,1,589770,0.174887400510134,3128624.34994977,527557.463519008,0.182155981504004,3675760,6,11,"Check2",5
"Check2_5",16,4161650,1,485890,0.124151716244687,3825985.05796245,671294.300236017,0.171199538635886,4161650,6,11,"Check2",5
"Check2_5",17,3914380,1,-247270,-0.0612546786099899,4748262.27612346,892225.810011226,0.171657615007322,3914380,6,11,"Check2",5
"Check2_5",18,5669660,1,1755280,0.370472199575222,5975095.02065134,1198993.43416948,0.182134680008621,5669660,6,11,"Check2",5
"Check2_5",19,6493200,1,823540,0.13562632423948,7564934.85827581,1568483.9833071,0.195239556357293,6493200,6,11,"Check2",5
"Check2_5",20,7918786.66666667,1,1425586.66666667,0.198482519982471,9556223.79665348,1980210.40311714,0.20708165690201,7011420,6,11,"Check2",5
"Check2_5",20,7918786.66666667,1,1425586.66666667,0.198482519982471,9556223.79665348,1980210.40311714,0.20708165690201,8378020,6,11,"Check2",5
"Check2_5",20,7918786.66666667,1,1425586.66666667,0.198482519982471,9556223.79665348,1980210.40311714,0.20708165690201,8366920,6,11,"Check2",5
"Check2_5",21,11267000,1,3348213.33333333,0.352640103745005,11947508.3677243,2391105.85862368,0.213321127732826,11267000,6,11,"Check2",5
"Check2_5",22,14678100,1,3411100,0.264478487834926,14684153.3560329,2742886.89648569,0.209959833396312,14678100,6,11,"Check2",5
"Check2_5",23,19856700,1,5178600,0.302184894651454,17683572.3848651,3007155.50999462,0.1975719573494,19856700,6,11,"Check2",5
"Check2_5",24,18315500,1,-1541200,-0.0807937857829695,20872562.6737041,3199427.88992808,0.180229001763906,18315500,6,11,"Check2",5
"Check2_5",25,22632100,1,4316600,0.211621556626512,24217260.0433663,3370291.16100567,0.163614145596724,22632100,6,11,"Check2",5
"Check2_5",26,24812800,1,2180700,0.0919903965424677,27621995.0041101,3450128.01295029,0.146648048260041,24812800,6,11,"Check2",5
"Check2_5",27,34514700,1,9701900,0.330025671190147,30916160.7666344,3352590.01118994,0.127321065911689,34514700,6,11,"Check2",5
"Check2_5",28,33249000,1,-1265700,-0.03736062878294,33869989.9343191,3007978.08497214,0.103861066524656,33249000,6,11,"Check2",5
"Check2_5",29,41231500,1,7982500,0.21517783587117,36324060.024106,2497251.71866995,0.0791627943053276,41231500,6,11,"Check2",5
"Check2_5",30,34736100,1,-6495400,-0.171423035343335,38157385.4571698,1861218.42567,0.0543984888411385,34736100,6,11,"Check2",5
"Check2_5",31,40601800,1,5865700,0.156032908610829,39348973.9338301,1211566.61857172,0.0320908884783465,40601800,6,11,"Check2",5
"Check2_5",32,41830200,1,1228400,0.029806166099857,39829480.2064686,483193.149179679,0.00987914789247028,41830200,6,11,"Check2",5
"Check2_5",33,44207700,1,2377500,0.0552804153558244,39552603.1020463,-305391.715846155,-0.012395087801053,44207700,6,11,"Check2",5
"Check2_5",34,41013100,1,-3194600,-0.0750074541896936,38561095.3455728,-1057616.34205529,-0.0328373859102856,41013100,6,11,"Check2",5
"Check2_5",35,35505100,1,-5508000,-0.14421517973147,37045521.7827555,-1606063.98081014,-0.0476690146100794,35505100,6,11,"Check2",5
"Check2_5",36,33827000,1,-1678100,-0.0484170479619339,35279221.2874978,-1857342.33155532,-0.0546083951202127,33827000,6,11,"Check2",5
"Check2_5",37,31967200,1,-1859800,-0.0565489230448875,33502425.8937738,-1851194.05802023,-0.0545739250088163,31967200,6,11,"Check2",5
"Check2_5",38,29344400,1,-2622800,-0.085608649740078,31898477.3192515,-1651486.11271226,-0.0490409671068207,29344400,6,11,"Check2",5
"Check2_5",39,29328600,1,-15800,-0.000538578234687857,30585751.1975124,-1328333.83060947,-0.0397743996753245,29328600,6,11,"Check2",5
"Check2_5",40,28149100,1,-1179500,-0.0410477666594405,29599291.6684189,-971453.616439147,-0.0293664519707918,28149100,6,11,"Check2",5
